Parameter,Category,Fraction,Count
params_conv2d_0_act,elu,0.5789,22
params_conv2d_0_act,none,0.1579,6
params_conv2d_0_act,silu,0.0789,3
params_conv2d_0_act,gelu,0.0789,3
params_conv2d_0_act,tanh,0.0526,2
params_conv2d_0_act,relu,0.0526,2
params_conv2d_1_act,none,0.4211,16
params_conv2d_1_act,relu,0.1579,6
params_conv2d_1_act,elu,0.1316,5
params_conv2d_1_act,,0.1053,4
params_conv2d_1_act,sigmoid,0.1053,4
params_conv2d_1_act,tanh,0.0526,2
params_conv2d_1_act,gelu,0.0263,1
params_conv2d_2_act,gelu,0.3421,13
params_conv2d_2_act,,0.2368,9
params_conv2d_2_act,elu,0.1316,5
params_conv2d_2_act,relu,0.1316,5
params_conv2d_2_act,none,0.1053,4
params_conv2d_2_act,tanh,0.0263,1
params_conv2d_2_act,silu,0.0263,1
params_conv2d_3_act,,1.0,38
params_conv2d_4_act,,1.0,38
params_coord_dense_0_act,elu,0.4211,16
params_coord_dense_0_act,tanh,0.1842,7
params_coord_dense_0_act,relu,0.1316,5
params_coord_dense_0_act,gelu,0.1053,4
params_coord_dense_0_act,none,0.0789,3
params_coord_dense_0_act,silu,0.0526,2
params_coord_dense_0_act,sigmoid,0.0263,1
params_coord_dense_1_act,,0.8947,34
params_coord_dense_1_act,relu,0.0526,2
params_coord_dense_1_act,silu,0.0263,1
params_coord_dense_1_act,tanh,0.0263,1
params_fusion_dense_0_act,none,0.5526,21
params_fusion_dense_0_act,elu,0.1579,6
params_fusion_dense_0_act,gelu,0.1053,4
params_fusion_dense_0_act,sigmoid,0.0789,3
params_fusion_dense_0_act,relu,0.0526,2
params_fusion_dense_0_act,tanh,0.0263,1
params_fusion_dense_0_act,silu,0.0263,1
params_fusion_dense_1_act,,0.9211,35
params_fusion_dense_1_act,elu,0.0263,1
params_fusion_dense_1_act,gelu,0.0263,1
params_fusion_dense_1_act,silu,0.0263,1
params_optimizer,adamw,0.5,19
params_optimizer,rmsprop,0.1842,7
params_optimizer,adam,0.1579,6
params_optimizer,lion,0.1053,4
params_optimizer,sgd,0.0526,2
