epoch,train_loss,train_top_1_accuracy,val_loss,val_top_1_accuracy
26,"tf.Tensor(0.27351066, shape=(), dtype=float32)","tf.Tensor(0.6137353, shape=(), dtype=float32)",0.00390625,0.5672175288200378
27,"tf.Tensor(0.27213004, shape=(), dtype=float32)","tf.Tensor(0.6159687, shape=(), dtype=float32)",0.00390625,0.5676641464233398
28,"tf.Tensor(0.27094266, shape=(), dtype=float32)","tf.Tensor(0.6177555, shape=(), dtype=float32)",0.00390625,0.5712371468544006
29,"tf.Tensor(0.26894805, shape=(), dtype=float32)","tf.Tensor(0.61931884, shape=(), dtype=float32)",0.00390625,0.5694506764411926
30,"tf.Tensor(0.2669183, shape=(), dtype=float32)","tf.Tensor(0.6196538, shape=(), dtype=float32)",0.00390625,0.5721304416656494
31,"tf.Tensor(0.26586902, shape=(), dtype=float32)","tf.Tensor(0.62110555, shape=(), dtype=float32)",0.00390625,0.5703439116477966
32,"tf.Tensor(0.26389182, shape=(), dtype=float32)","tf.Tensor(0.6219989, shape=(), dtype=float32)",0.00390625,0.5690039992332458
33,"tf.Tensor(0.2627958, shape=(), dtype=float32)","tf.Tensor(0.6231156, shape=(), dtype=float32)",0.00390625,0.5676641464233398
34,"tf.Tensor(0.25607306, shape=(), dtype=float32)","tf.Tensor(0.6310441, shape=(), dtype=float32)",0.00390625,0.5734702944755554
35,"tf.Tensor(0.25549856, shape=(), dtype=float32)","tf.Tensor(0.6342825, shape=(), dtype=float32)",0.00390625,0.5730236768722534
36,"tf.Tensor(0.254986, shape=(), dtype=float32)","tf.Tensor(0.6353992, shape=(), dtype=float32)",0.00390625,0.5739169120788574
37,"tf.Tensor(0.25450724, shape=(), dtype=float32)","tf.Tensor(0.6362926, shape=(), dtype=float32)",0.00390625,0.5739169120788574
38,"tf.Tensor(0.254054, shape=(), dtype=float32)","tf.Tensor(0.6365159, shape=(), dtype=float32)",0.00390625,0.5739169120788574
39,"tf.Tensor(0.25372487, shape=(), dtype=float32)","tf.Tensor(0.63673925, shape=(), dtype=float32)",0.00390625,0.5748102068901062
40,"tf.Tensor(0.2532106, shape=(), dtype=float32)","tf.Tensor(0.63718593, shape=(), dtype=float32)",0.00390625,0.5743635296821594
41,"tf.Tensor(0.25280252, shape=(), dtype=float32)","tf.Tensor(0.6384143, shape=(), dtype=float32)",0.00390625,0.5757034420967102
42,"tf.Tensor(0.25235182, shape=(), dtype=float32)","tf.Tensor(0.6380793, shape=(), dtype=float32)",0.00390625,0.5761500597000122
43,"tf.Tensor(0.25192696, shape=(), dtype=float32)","tf.Tensor(0.6384143, shape=(), dtype=float32)",0.00390625,0.577489972114563
44,"tf.Tensor(0.2515363, shape=(), dtype=float32)","tf.Tensor(0.63897264, shape=(), dtype=float32)",0.00390625,0.577489972114563
45,"tf.Tensor(0.2512005, shape=(), dtype=float32)","tf.Tensor(0.63975435, shape=(), dtype=float32)",0.00390625,0.577936589717865
46,"tf.Tensor(0.2509473, shape=(), dtype=float32)","tf.Tensor(0.6404244, shape=(), dtype=float32)",0.00390625,0.578383207321167
47,"tf.Tensor(0.25061327, shape=(), dtype=float32)","tf.Tensor(0.64142936, shape=(), dtype=float32)",0.00390625,0.5797231197357178
48,"tf.Tensor(0.250155, shape=(), dtype=float32)","tf.Tensor(0.64142936, shape=(), dtype=float32)",0.00390625,0.5801697373390198
49,"tf.Tensor(0.24988589, shape=(), dtype=float32)","tf.Tensor(0.6417644, shape=(), dtype=float32)",0.00390625,0.5797231197357178
50,"tf.Tensor(0.24963379, shape=(), dtype=float32)","tf.Tensor(0.64254606, shape=(), dtype=float32)",0.00390625,0.5797231197357178
51,"tf.Tensor(0.24923354, shape=(), dtype=float32)","tf.Tensor(0.64254606, shape=(), dtype=float32)",0.00390625,0.5801697373390198
52,"tf.Tensor(0.24550483, shape=(), dtype=float32)","tf.Tensor(0.64477944, shape=(), dtype=float32)",0.00390625,0.578383207321167
53,"tf.Tensor(0.2452372, shape=(), dtype=float32)","tf.Tensor(0.6452261, shape=(), dtype=float32)",0.00390625,0.577936589717865
