epoch,train_loss,train_top_1_accuracy,val_loss,val_top_1_accuracy
1,"tf.Tensor(0.96965027, shape=(), dtype=float32)","tf.Tensor(0.24399777, shape=(), dtype=float32)",0.00390625,0.3443501591682434
2,"tf.Tensor(0.6538379, shape=(), dtype=float32)","tf.Tensor(0.38994974, shape=(), dtype=float32)",0.00390625,0.41223761439323425
3,"tf.Tensor(0.53008795, shape=(), dtype=float32)","tf.Tensor(0.4575098, shape=(), dtype=float32)",0.00390625,0.457793653011322
4,"tf.Tensor(0.46673602, shape=(), dtype=float32)","tf.Tensor(0.49659407, shape=(), dtype=float32)",0.00390625,0.48727110028266907
5,"tf.Tensor(0.42116833, shape=(), dtype=float32)","tf.Tensor(0.5181463, shape=(), dtype=float32)",0.00390625,0.5131755471229553
6,"tf.Tensor(0.39356366, shape=(), dtype=float32)","tf.Tensor(0.5275265, shape=(), dtype=float32)",0.00390625,0.5154086351394653
7,"tf.Tensor(0.36994618, shape=(), dtype=float32)","tf.Tensor(0.53724176, shape=(), dtype=float32)",0.00390625,0.5243412256240845
8,"tf.Tensor(0.35811472, shape=(), dtype=float32)","tf.Tensor(0.54070354, shape=(), dtype=float32)",0.00390625,0.5270209908485413
9,"tf.Tensor(0.36977988, shape=(), dtype=float32)","tf.Tensor(0.54718035, shape=(), dtype=float32)",0.00390625,0.507369339466095
10,"tf.Tensor(0.35482663, shape=(), dtype=float32)","tf.Tensor(0.5551089, shape=(), dtype=float32)",0.00390625,0.5194283127784729
11,"tf.Tensor(0.3650043, shape=(), dtype=float32)","tf.Tensor(0.55812395, shape=(), dtype=float32)",0.00390625,0.5270209908485413
12,"tf.Tensor(0.30417344, shape=(), dtype=float32)","tf.Tensor(0.5886097, shape=(), dtype=float32)",0.00390625,0.5520321726799011
13,"tf.Tensor(0.29990333, shape=(), dtype=float32)","tf.Tensor(0.5938582, shape=(), dtype=float32)",0.00390625,0.5569450855255127
14,"tf.Tensor(0.2975504, shape=(), dtype=float32)","tf.Tensor(0.59542155, shape=(), dtype=float32)",0.00390625,0.5578383207321167
15,"tf.Tensor(0.2946409, shape=(), dtype=float32)","tf.Tensor(0.5968733, shape=(), dtype=float32)",0.00390625,0.5582849383354187
16,"tf.Tensor(0.29242378, shape=(), dtype=float32)","tf.Tensor(0.59877163, shape=(), dtype=float32)",0.00390625,0.5569450855255127
17,"tf.Tensor(0.29040843, shape=(), dtype=float32)","tf.Tensor(0.60011166, shape=(), dtype=float32)",0.00390625,0.5587315559387207
18,"tf.Tensor(0.2873395, shape=(), dtype=float32)","tf.Tensor(0.601005, shape=(), dtype=float32)",0.00390625,0.5582849383354187
19,"tf.Tensor(0.28564742, shape=(), dtype=float32)","tf.Tensor(0.6022334, shape=(), dtype=float32)",0.00390625,0.5578383207321167
20,"tf.Tensor(0.28329754, shape=(), dtype=float32)","tf.Tensor(0.6037968, shape=(), dtype=float32)",0.00390625,0.5600714683532715
21,"tf.Tensor(0.28145868, shape=(), dtype=float32)","tf.Tensor(0.6058068, shape=(), dtype=float32)",0.00390625,0.5605180859565735
22,"tf.Tensor(0.27981746, shape=(), dtype=float32)","tf.Tensor(0.6090452, shape=(), dtype=float32)",0.00390625,0.5640910863876343
23,"tf.Tensor(0.2781847, shape=(), dtype=float32)","tf.Tensor(0.6102736, shape=(), dtype=float32)",0.00390625,0.5649843811988831
24,"tf.Tensor(0.27724588, shape=(), dtype=float32)","tf.Tensor(0.61038524, shape=(), dtype=float32)",0.00390625,0.5667708516120911
25,"tf.Tensor(0.27584627, shape=(), dtype=float32)","tf.Tensor(0.61105525, shape=(), dtype=float32)",0.00390625,0.5658776164054871
