Parameter,Category,Fraction,Count
params_adjacency_type,knn,0.9248,123
params_adjacency_type,grid,0.0752,10
params_cheb_0_activation,None,0.6364,7
params_cheb_0_activation,relu,0.1818,2
params_cheb_0_activation,swish,0.0909,1
params_cheb_0_activation,tanh,0.0909,1
params_cheb_1_activation,relu,0.699,72
params_cheb_1_activation,swish,0.1456,15
params_cheb_1_activation,tanh,0.1068,11
params_cheb_1_activation,None,0.0485,5
params_cheb_2_activation,tanh,0.4,2
params_cheb_2_activation,relu,0.2,1
params_cheb_2_activation,None,0.2,1
params_cheb_2_activation,swish,0.2,1
params_cheb_3_activation,None,1.0,1
params_dense_0_act,tanh,0.7594,101
params_dense_0_act,swish,0.1278,17
params_dense_0_act,None,0.0602,8
params_dense_0_act,relu,0.0526,7
params_dense_1_act,tanh,0.8045,107
params_dense_1_act,swish,0.0977,13
params_dense_1_act,relu,0.0602,8
params_dense_1_act,None,0.0376,5
params_dense_2_act,tanh,0.8596,98
params_dense_2_act,swish,0.0526,6
params_dense_2_act,relu,0.0439,5
params_dense_2_act,None,0.0439,5
params_gat_0_activation,tanh,0.2941,5
params_gat_0_activation,relu,0.2353,4
params_gat_0_activation,None,0.2353,4
params_gat_0_activation,swish,0.2353,4
params_gat_1_activation,swish,0.25,3
params_gat_1_activation,tanh,0.25,3
params_gat_1_activation,None,0.25,3
params_gat_1_activation,relu,0.25,3
params_gat_2_activation,tanh,0.3333,3
params_gat_2_activation,swish,0.2222,2
params_gat_2_activation,None,0.2222,2
params_gat_2_activation,relu,0.2222,2
params_gat_3_activation,None,0.5,1
params_gat_3_activation,tanh,0.5,1
params_gcn_0_activation,swish,0.8,84
params_gcn_0_activation,None,0.1048,11
params_gcn_0_activation,relu,0.0476,5
params_gcn_0_activation,tanh,0.0476,5
params_gcn_1_activation,relu,0.4286,3
params_gcn_1_activation,None,0.2857,2
params_gcn_1_activation,tanh,0.2857,2
params_gcn_2_activation,swish,0.5,2
params_gcn_2_activation,tanh,0.5,2
params_gcn_3_activation,relu,1.0,1
params_layer_0_type,gcn,0.7895,105
params_layer_0_type,gat,0.1278,17
params_layer_0_type,cheb,0.0827,11
params_layer_1_type,cheb,0.811,103
params_layer_1_type,gat,0.0945,12
params_layer_1_type,gcn,0.0551,7
params_layer_1_type,none,0.0394,5
params_layer_2_type,gat,0.36,9
params_layer_2_type,none,0.28,7
params_layer_2_type,cheb,0.2,5
params_layer_2_type,gcn,0.16,4
params_layer_3_type,none,0.3333,2
params_layer_3_type,gat,0.3333,2
params_layer_3_type,gcn,0.1667,1
params_layer_3_type,cheb,0.1667,1
