Parameter,Category,Fraction,Count
params_conv1d_0_act,gelu,0.8966,52
params_conv1d_0_act,silu,0.069,4
params_conv1d_0_act,sigmoid,0.0345,2
params_conv1d_1_act,relu,0.8448,49
params_conv1d_1_act,elu,0.1379,8
params_conv1d_1_act,gelu,0.0172,1
params_conv1d_2_act,relu,0.8621,50
params_conv1d_2_act,none,0.0517,3
params_conv1d_2_act,silu,0.0517,3
params_conv1d_2_act,elu,0.0345,2
params_conv1d_3_act,gelu,0.7586,44
params_conv1d_3_act,elu,0.1897,11
params_conv1d_3_act,silu,0.0517,3
params_dense_0_act,sigmoid,1.0,58
params_optimizer,adamw,0.8448,49
params_optimizer,adam,0.1552,9
params_pooling_type,flatten,1.0,58
