Parameter,Category,Fraction,Count
params_cheb_0_act,relu,0.8683,145
params_cheb_0_act,elu,0.0599,10
params_cheb_0_act,silu,0.024,4
params_cheb_0_act,tanh,0.024,4
params_cheb_0_act,none,0.018,3
params_cheb_0_act,gelu,0.006,1
params_cheb_1_act,tanh,0.8683,145
params_cheb_1_act,none,0.0539,9
params_cheb_1_act,elu,0.0299,5
params_cheb_1_act,silu,0.018,3
params_cheb_1_act,gelu,0.018,3
params_cheb_1_act,relu,0.012,2
params_cheb_2_act,elu,0.485,81
params_cheb_2_act,tanh,0.4731,79
params_cheb_2_act,silu,0.018,3
params_cheb_2_act,gelu,0.012,2
params_cheb_2_act,relu,0.006,1
params_cheb_2_act,none,0.006,1
params_cheb_3_act,silu,0.4286,3
params_cheb_3_act,none,0.2857,2
params_cheb_3_act,relu,0.1429,1
params_cheb_3_act,gelu,0.1429,1
params_cheb_4_act,elu,0.25,1
params_cheb_4_act,relu,0.25,1
params_cheb_4_act,none,0.25,1
params_cheb_4_act,silu,0.25,1
params_dense_0_act,elu,0.7964,133
params_dense_0_act,silu,0.0778,13
params_dense_0_act,gelu,0.0719,12
params_dense_0_act,relu,0.024,4
params_dense_0_act,none,0.018,3
params_dense_0_act,tanh,0.012,2
params_dense_1_act,relu,0.7725,129
params_dense_1_act,tanh,0.1198,20
params_dense_1_act,gelu,0.0778,13
params_dense_1_act,elu,0.012,2
params_dense_1_act,none,0.012,2
params_dense_1_act,silu,0.006,1
params_dense_2_act,silu,0.7927,130
params_dense_2_act,elu,0.0793,13
params_dense_2_act,tanh,0.0732,12
params_dense_2_act,relu,0.0244,4
params_dense_2_act,gelu,0.0183,3
params_dense_2_act,none,0.0122,2
params_dense_3_act,none,0.7947,120
params_dense_3_act,elu,0.1391,21
params_dense_3_act,relu,0.0265,4
params_dense_3_act,tanh,0.0199,3
params_dense_3_act,gelu,0.0132,2
params_dense_3_act,silu,0.0066,1
