Parameter,Category,Fraction,Count
params_cheb_0_act,tanh,0.375,12
params_cheb_0_act,elu,0.25,8
params_cheb_0_act,relu,0.0938,3
params_cheb_0_act,silu,0.0938,3
params_cheb_0_act,gelu,0.0938,3
params_cheb_0_act,none,0.0625,2
params_cheb_0_act,sigmoid,0.0312,1
params_cheb_1_act,relu,0.2667,8
params_cheb_1_act,gelu,0.2333,7
params_cheb_1_act,silu,0.1667,5
params_cheb_1_act,tanh,0.1333,4
params_cheb_1_act,elu,0.1,3
params_cheb_1_act,none,0.0667,2
params_cheb_1_act,sigmoid,0.0333,1
params_cheb_2_act,elu,0.5517,16
params_cheb_2_act,sigmoid,0.1724,5
params_cheb_2_act,none,0.069,2
params_cheb_2_act,gelu,0.069,2
params_cheb_2_act,silu,0.069,2
params_cheb_2_act,tanh,0.069,2
params_cheb_3_act,tanh,0.5909,13
params_cheb_3_act,relu,0.3636,8
params_cheb_3_act,none,0.0455,1
params_dense_0_act,tanh,0.5806,18
params_dense_0_act,elu,0.0968,3
params_dense_0_act,silu,0.0968,3
params_dense_0_act,gelu,0.0968,3
params_dense_0_act,relu,0.0645,2
params_dense_0_act,none,0.0645,2
params_dense_1_act,tanh,0.4643,13
params_dense_1_act,gelu,0.3214,9
params_dense_1_act,elu,0.0714,2
params_dense_1_act,silu,0.0714,2
params_dense_1_act,sigmoid,0.0357,1
params_dense_1_act,relu,0.0357,1
params_dense_2_act,relu,0.5625,9
params_dense_2_act,tanh,0.25,4
params_dense_2_act,elu,0.125,2
params_dense_2_act,sigmoid,0.0625,1
params_optimizer,lion,0.8438,27
params_optimizer,adamw,0.0938,3
params_optimizer,adam,0.0312,1
params_optimizer,rmsprop,0.0312,1
