Parameter,Category,Fraction,Count
params_cheb_0_act,relu,0.8387,26
params_cheb_0_act,tanh,0.0645,2
params_cheb_0_act,None,0.0645,2
params_cheb_0_act,swish,0.0323,1
params_cheb_1_act,swish,0.8065,25
params_cheb_1_act,None,0.0968,3
params_cheb_1_act,tanh,0.0645,2
params_cheb_1_act,relu,0.0323,1
params_cheb_2_act,None,0.3333,2
params_cheb_2_act,tanh,0.3333,2
params_cheb_2_act,swish,0.3333,2
params_conv1d_0_act,swish,0.5161,16
params_conv1d_0_act,relu,0.3548,11
params_conv1d_0_act,None,0.129,4
params_conv1d_1_act,relu,0.7419,23
params_conv1d_1_act,None,0.1613,5
params_conv1d_1_act,swish,0.0645,2
params_conv1d_1_act,tanh,0.0323,1
params_conv1d_2_act,swish,0.5484,17
params_conv1d_2_act,tanh,0.2581,8
params_conv1d_2_act,relu,0.0968,3
params_conv1d_2_act,None,0.0968,3
params_conv1d_3_act,relu,0.6452,20
params_conv1d_3_act,swish,0.1935,6
params_conv1d_3_act,None,0.1613,5
params_dense_0_act,relu,0.7241,21
params_dense_0_act,tanh,0.2069,6
params_dense_0_act,None,0.0345,1
params_dense_0_act,swish,0.0345,1
params_dense_1_act,None,0.7692,20
params_dense_1_act,swish,0.1538,4
params_dense_1_act,tanh,0.0769,2
params_dense_2_act,tanh,0.8636,19
params_dense_2_act,relu,0.0455,1
params_dense_2_act,None,0.0455,1
params_dense_2_act,swish,0.0455,1
params_se_0_se_act_expand,None,0.7742,24
params_se_0_se_act_expand,swish,0.0968,3
params_se_0_se_act_expand,tanh,0.0968,3
params_se_0_se_act_expand,relu,0.0323,1
params_se_0_se_act_reduce,swish,0.5806,18
params_se_0_se_act_reduce,relu,0.1935,6
params_se_0_se_act_reduce,tanh,0.129,4
params_se_0_se_act_reduce,None,0.0968,3
params_se_1_se_act_expand,relu,0.6452,20
params_se_1_se_act_expand,tanh,0.1613,5
params_se_1_se_act_expand,None,0.129,4
params_se_1_se_act_expand,swish,0.0645,2
params_se_1_se_act_reduce,tanh,0.4194,13
params_se_1_se_act_reduce,swish,0.3226,10
params_se_1_se_act_reduce,relu,0.1613,5
params_se_1_se_act_reduce,None,0.0968,3
params_se_3_se_act_expand,swish,0.6129,19
params_se_3_se_act_expand,tanh,0.2903,9
params_se_3_se_act_expand,None,0.0645,2
params_se_3_se_act_expand,relu,0.0323,1
params_se_3_se_act_reduce,tanh,0.3871,12
params_se_3_se_act_reduce,None,0.3548,11
params_se_3_se_act_reduce,relu,0.129,4
params_se_3_se_act_reduce,swish,0.129,4
params_se_cheb_0_se_act_expand,tanh,0.7097,22
params_se_cheb_0_se_act_expand,None,0.129,4
params_se_cheb_0_se_act_expand,swish,0.0968,3
params_se_cheb_0_se_act_expand,relu,0.0645,2
params_se_cheb_0_se_act_reduce,tanh,0.6452,20
params_se_cheb_0_se_act_reduce,None,0.1935,6
params_se_cheb_0_se_act_reduce,relu,0.0968,3
params_se_cheb_0_se_act_reduce,swish,0.0645,2
params_se_cheb_1_se_act_expand,None,0.6129,19
params_se_cheb_1_se_act_expand,swish,0.1935,6
params_se_cheb_1_se_act_expand,relu,0.129,4
params_se_cheb_1_se_act_expand,tanh,0.0645,2
params_se_cheb_1_se_act_reduce,None,0.6452,20
params_se_cheb_1_se_act_reduce,relu,0.1935,6
params_se_cheb_1_se_act_reduce,tanh,0.0968,3
params_se_cheb_1_se_act_reduce,swish,0.0645,2
params_se_cheb_2_se_act_expand,swish,0.3333,2
params_se_cheb_2_se_act_expand,None,0.3333,2
params_se_cheb_2_se_act_expand,relu,0.3333,2
params_se_cheb_2_se_act_reduce,None,0.3333,2
params_se_cheb_2_se_act_reduce,tanh,0.3333,2
params_se_cheb_2_se_act_reduce,swish,0.3333,2
