Parameter,Category,Fraction,Count
params_conv1d_0_act,gelu,0.2564,10
params_conv1d_0_act,tanh,0.2051,8
params_conv1d_0_act,sigmoid,0.2051,8
params_conv1d_0_act,relu,0.1538,6
params_conv1d_0_act,elu,0.1026,4
params_conv1d_0_act,none,0.0513,2
params_conv1d_0_act,silu,0.0256,1
params_conv1d_1_act,elu,0.3438,11
params_conv1d_1_act,none,0.1562,5
params_conv1d_1_act,silu,0.125,4
params_conv1d_1_act,tanh,0.125,4
params_conv1d_1_act,sigmoid,0.125,4
params_conv1d_1_act,gelu,0.0938,3
params_conv1d_1_act,relu,0.0312,1
params_dense_0_act,elu,0.4667,14
params_dense_0_act,sigmoid,0.3333,10
params_dense_0_act,none,0.1,3
params_dense_0_act,relu,0.0333,1
params_dense_0_act,gelu,0.0333,1
params_dense_0_act,silu,0.0333,1
params_pooling_type,max,0.7179,28
params_pooling_type,flatten,0.2051,8
params_pooling_type,average,0.0769,3
