Parameter,Category,Fraction,Count
params_conv1d_0_act,elu,0.4688,15
params_conv1d_0_act,silu,0.1875,6
params_conv1d_0_act,tanh,0.1875,6
params_conv1d_0_act,gelu,0.0625,2
params_conv1d_0_act,relu,0.0312,1
params_conv1d_0_act,sigmoid,0.0312,1
params_conv1d_0_act,none,0.0312,1
params_conv1d_1_act,relu,0.6562,21
params_conv1d_1_act,silu,0.3125,10
params_conv1d_1_act,elu,0.0312,1
params_conv1d_2_act,silu,0.5,16
params_conv1d_2_act,relu,0.3438,11
params_conv1d_2_act,none,0.1562,5
params_conv1d_3_act,silu,0.4167,5
params_conv1d_3_act,none,0.3333,4
params_conv1d_3_act,elu,0.1667,2
params_conv1d_3_act,relu,0.0833,1
params_dense_0_act,elu,0.5,16
params_dense_0_act,gelu,0.2188,7
params_dense_0_act,silu,0.1875,6
params_dense_0_act,sigmoid,0.0312,1
params_dense_0_act,none,0.0312,1
params_dense_0_act,tanh,0.0312,1
params_dense_1_act,relu,0.4375,14
params_dense_1_act,elu,0.4062,13
params_dense_1_act,gelu,0.0938,3
params_dense_1_act,tanh,0.0625,2
params_dense_2_act,gelu,0.5,16
params_dense_2_act,relu,0.3438,11
params_dense_2_act,elu,0.0938,3
params_dense_2_act,tanh,0.0312,1
params_dense_2_act,silu,0.0312,1
params_optimizer,lion,0.9688,31
params_optimizer,adam,0.0312,1
