Parameter,Category,Fraction,Count
params_adjacency_type,knn,0.9286,52
params_adjacency_type,grid,0.0714,4
params_cheb_0_activation,relu,0.7308,38
params_cheb_0_activation,swish,0.2308,12
params_cheb_0_activation,tanh,0.0192,1
params_cheb_0_activation,None,0.0192,1
params_cheb_1_activation,swish,0.6346,33
params_cheb_1_activation,relu,0.3269,17
params_cheb_1_activation,tanh,0.0192,1
params_cheb_1_activation,None,0.0192,1
params_cheb_2_activation,tanh,0.5,1
params_cheb_2_activation,swish,0.5,1
params_dense_0_act,tanh,0.8929,50
params_dense_0_act,relu,0.0893,5
params_dense_0_act,swish,0.0179,1
params_dense_1_act,None,0.9107,51
params_dense_1_act,swish,0.0714,4
params_dense_1_act,relu,0.0179,1
params_dense_2_act,relu,0.8214,46
params_dense_2_act,tanh,0.125,7
params_dense_2_act,swish,0.0536,3
params_gcn_0_activation,relu,1.0,4
params_gcn_1_activation,tanh,0.6667,2
params_gcn_1_activation,relu,0.3333,1
params_gcn_2_activation,relu,0.5,1
params_gcn_2_activation,None,0.5,1
params_layer_0_type,cheb,0.9286,52
params_layer_0_type,gcn,0.0714,4
params_layer_1_type,cheb,0.9455,52
params_layer_1_type,gcn,0.0545,3
params_layer_2_type,none,0.9259,50
params_layer_2_type,cheb,0.037,2
params_layer_2_type,gcn,0.037,2
