epoch,train_loss,val_loss,train_top_1_accuracy,val_top_1_accuracy
1,3.0186760425567627,2.7770755290985107,0.23618090152740479,0.2121482789516449
2,2.6045641899108887,2.531400442123413,0.29335567355155945,0.2880750298500061
3,2.4803123474121094,2.4592065811157227,0.3176996111869812,0.31531932950019836
4,2.373410940170288,2.3875246047973633,0.35175880789756775,0.33943724632263184
5,2.291210412979126,2.303091526031494,0.3707425892353058,0.3818669021129608
6,2.2129452228546143,2.235914945602417,0.38291457295417786,0.4073247015476227
7,2.134927749633789,2.173433303833008,0.403461754322052,0.43546226620674133
8,2.0837221145629883,2.120590925216675,0.41429367661476135,0.45243412256240845
9,2.0248568058013916,2.093644142150879,0.4324958026409149,0.46359983086586
10,1.9797219038009644,2.073042392730713,0.438079297542572,0.4622599482536316
11,1.9386343955993652,2.0135998725891113,0.4467895030975342,0.47476550936698914
12,1.9162238836288452,2.0168275833129883,0.4560580551624298,0.4783385396003723
13,1.8800625801086426,1.9689589738845825,0.46286991238594055,0.4970969259738922
14,1.8469382524490356,1.9489892721176147,0.47403684258461,0.5046895742416382
15,1.8245768547058105,1.9492462873458862,0.47682857513427734,0.4948637783527374
16,1.810895323753357,1.994435429573059,0.4779452681541443,0.47342562675476074
17,1.7933464050292969,2.005155563354492,0.4868788421154022,0.47253239154815674
18,1.655805230140686,1.829928994178772,0.5275264978408813,0.5328271389007568
19,1.6039506196975708,1.8245545625686646,0.5442769527435303,0.5372934341430664
20,1.5892506837844849,1.8189955949783325,0.5463986396789551,0.5399731993675232
21,1.5785564184188843,1.8165236711502075,0.5505304336547852,0.5395265817642212
22,1.5794963836669922,1.8099628686904907,0.5534338355064392,0.542206346988678
23,1.558427095413208,1.803814172744751,0.5614740252494812,0.54265296459198
24,1.5513584613800049,1.807898998260498,0.563149094581604,0.541313111782074
25,1.5457295179367065,1.8009634017944336,0.5628140568733215,0.5453327298164368
26,1.5385785102844238,1.7995164394378662,0.5633724331855774,0.5439928770065308
27,1.5252840518951416,1.794426441192627,0.5725293159484863,0.5471192598342896
28,1.5172972679138184,1.794010043144226,0.5698492527008057,0.5462259650230408
29,1.5015350580215454,1.7938368320465088,0.5773311257362366,0.543546199798584
30,1.5062562227249146,1.7912415266036987,0.5710775852203369,0.5457793474197388
31,1.4934813976287842,1.7920564413070679,0.5769960880279541,0.5475658774375916
32,1.4816577434539795,1.7885242700576782,0.5820212364196777,0.5457793474197388
33,1.479407548904419,1.791999340057373,0.5768844485282898,0.5497990250587463
34,1.4694905281066895,1.7868564128875732,0.5828028917312622,0.5475658774375916
35,1.4677232503890991,1.786431908607483,0.5899497270584106,0.5489057898521423
36,1.4505728483200073,1.7827305793762207,0.5903964042663574,0.5506922602653503
37,1.444623589515686,1.783718228340149,0.5916247963905334,0.5471192598342896
38,1.4417141675949097,1.7842615842819214,0.5906197428703308,0.5475658774375916
39,1.4329687356948853,1.7842490673065186,0.5949748754501343,0.5466726422309875
40,1.4013880491256714,1.773743748664856,0.5985482931137085,0.5484591126441956
41,1.3897916078567505,1.7734202146530151,0.6062535047531128,0.5466726422309875
42,1.3860108852386475,1.771277666091919,0.6101619005203247,0.5520321726799011
43,1.3791300058364868,1.7698673009872437,0.6129536628723145,0.5502456426620483
44,1.3808163404464722,1.7702665328979492,0.6113902926445007,0.5511388778686523
45,1.3746885061264038,1.7695841789245605,0.6119486093521118,0.5502456426620483
46,1.3706499338150024,1.7692656517028809,0.6120603084564209,0.5497990250587463
47,1.3758223056793213,1.7683186531066895,0.6077051758766174,0.5506922602653503
48,1.371539831161499,1.7675691843032837,0.6131770014762878,0.5506922602653503
49,1.3614072799682617,1.7665305137634277,0.6116136312484741,0.5547119379043579
50,1.3657599687576294,1.7696059942245483,0.612618625164032,0.5502456426620483
51,1.3666772842407227,1.7691011428833008,0.6122836470603943,0.5511388778686523
52,1.3677551746368408,1.7673450708389282,0.6139586567878723,0.5515855550765991
53,1.3449267148971558,1.7627122402191162,0.6208822131156921,0.5524787902832031
54,1.3505802154541016,1.7623345851898193,0.6207705140113831,0.5533720254898071
55,1.3531272411346436,1.7622967958450317,0.619095504283905,0.5529254078865051
56,1.34827721118927,1.7619022130966187,0.6176437735557556,0.5538186430931091
57,1.338403344154358,1.7618404626846313,0.627135694026947,0.5542653203010559
58,1.3474712371826172,1.7621023654937744,0.6227805614471436,0.5556051731109619
59,1.3530570268630981,1.7621616125106812,0.6194304823875427,0.5551585555076599
60,1.3453689813613892,1.7623291015625,0.6201004981994629,0.5542653203010559
61,1.343675971031189,1.7621746063232422,0.6262423396110535,0.5547119379043579
62,1.347386121749878,1.7622045278549194,0.6227805614471436,0.5542653203010559
63,1.3474470376968384,1.7621439695358276,0.6205471754074097,0.5542653203010559
64,1.3437321186065674,1.7621232271194458,0.6212171912193298,0.5542653203010559
65,1.3457176685333252,1.7621155977249146,0.6221105456352234,0.5547119379043579
66,1.346327543258667,1.7620936632156372,0.6195421814918518,0.5547119379043579
67,1.344207525253296,1.7620807886123657,0.6205471754074097,0.5547119379043579
