Parameter,Category,Fraction,Count
params_conv1d_0_act,tanh,0.7068965517241379,41
params_conv1d_0_act,sigmoid,0.29310344827586204,17
params_conv1d_1_act,swish,0.8275862068965517,48
params_conv1d_1_act,sigmoid,0.10344827586206896,6
params_conv1d_1_act,tanh,0.06896551724137931,4
params_conv1d_2_act,swish,1.0,58
params_conv1d_3_act,tanh,0.9827586206896551,57
params_conv1d_3_act,swish,0.017241379310344827,1
params_conv1d_4_act,swish,1.0,57
params_conv1d_5_act,swish,1.0,1
params_conv1d_6_act,sigmoid,1.0,1
params_conv1d_7_act,swish,1.0,1
params_dense_0_act,swish,1.0,58
params_dense_1_act,tanh,0.896551724137931,52
params_dense_1_act,swish,0.10344827586206896,6
params_dense_layer_type,dense,1.0,58
params_output_strategy,flatten,1.0,58
