Parameter,Category,Fraction,Count
params_conv1d_0_act,gelu,0.2978,81
params_conv1d_0_act,relu,0.2757,75
params_conv1d_0_act,silu,0.1801,49
params_conv1d_0_act,none,0.1324,36
params_conv1d_0_act,elu,0.0515,14
params_conv1d_0_act,sigmoid,0.0331,9
params_conv1d_0_act,tanh,0.0294,8
params_conv1d_1_act,silu,0.6119,164
params_conv1d_1_act,gelu,0.2612,70
params_conv1d_1_act,relu,0.0522,14
params_conv1d_1_act,elu,0.0448,12
params_conv1d_1_act,none,0.0149,4
params_conv1d_1_act,tanh,0.0112,3
params_conv1d_1_act,sigmoid,0.0037,1
params_conv1d_2_act,elu,0.4513,102
params_conv1d_2_act,gelu,0.2611,59
params_conv1d_2_act,relu,0.2434,55
params_conv1d_2_act,silu,0.031,7
params_conv1d_2_act,tanh,0.0088,2
params_conv1d_2_act,none,0.0044,1
params_conv1d_3_act,elu,0.5333,40
params_conv1d_3_act,gelu,0.16,12
params_conv1d_3_act,silu,0.1467,11
params_conv1d_3_act,tanh,0.0533,4
params_conv1d_3_act,relu,0.0533,4
params_conv1d_3_act,none,0.04,3
params_conv1d_3_act,sigmoid,0.0133,1
params_dense_0_act,gelu,0.3308,87
params_dense_0_act,elu,0.2167,57
params_dense_0_act,none,0.2129,56
params_dense_0_act,silu,0.1825,48
params_dense_0_act,tanh,0.0304,8
params_dense_0_act,relu,0.019,5
params_dense_0_act,sigmoid,0.0076,2
params_dense_1_act,sigmoid,0.7883,175
params_dense_1_act,none,0.0766,17
params_dense_1_act,gelu,0.0631,14
params_dense_1_act,elu,0.045,10
params_dense_1_act,relu,0.0135,3
params_dense_1_act,tanh,0.009,2
params_dense_1_act,silu,0.0045,1
params_dense_2_act,silu,0.3333,18
params_dense_2_act,relu,0.1667,9
params_dense_2_act,sigmoid,0.1481,8
params_dense_2_act,gelu,0.1296,7
params_dense_2_act,none,0.1111,6
params_dense_2_act,elu,0.0926,5
params_dense_2_act,tanh,0.0185,1
params_optimizer,adam,0.6097,164
params_optimizer,lion,0.2045,55
params_optimizer,adamw,0.1041,28
params_optimizer,rmsprop,0.0743,20
params_optimizer,sgd,0.0074,2
