Parameter,Mean,Std,Median,Min (25% quantile),Max (75% quantile),Min (5% quantile),Max (95% quantile)
params_conv1d_0_filters,203.53,146.41,128.0,128.0,256.0,64,512.0
params_conv1d_0_kernel_size,3.36,2.52,2.0,2.0,4.0,2,10.0
params_conv1d_1_filters,209.67,79.84,256.0,128.0,256.0,64,256.0
params_conv1d_1_kernel_size,7.87,2.31,8.0,6.0,10.0,4,12.0
params_conv1d_2_filters,342.37,174.95,256.0,128.0,512.0,128,512.0
params_conv1d_2_kernel_size,9.85,2.59,10.0,10.0,12.0,4,12.0
params_conv1d_3_filters,197.97,147.37,128.0,64.0,256.0,64,512.0
params_conv1d_3_kernel_size,6.45,3.28,6.0,4.0,8.0,2,12.0
params_dense_0_dropout,0.11,0.16,0.0,0.0,0.2,0,0.4
params_dense_0_units,329.7,91.02,300.0,250.0,400.0,250,500.0
params_dense_1_dropout,0.1,0.12,0.0,0.0,0.2,0,0.2
params_dense_1_units,519.59,65.99,550.0,500.0,550.0,400,600.0
params_dense_2_dropout,0.24,0.19,0.4,0.0,0.4,0,0.4
params_dense_2_units,474.07,116.04,500.0,412.5,600.0,250,600.0
params_num_conv_layers,3.09,0.69,3.0,3.0,4.0,2,4.0
params_num_dense_layers,2.01,0.67,2.0,2.0,2.0,1,3.0
params_pool_size_0,3.05,1.35,3.0,2.0,4.0,2,6.0
params_pool_size_1,3.11,1.55,3.0,2.0,3.0,2,7.0
params_pool_size_2,4.12,1.6,4.0,3.0,5.0,2,7.0
params_pool_size_3,3.16,1.61,2.0,2.0,4.0,2,6.3
