"Parameter","Mean","Std","Min","25%","Median","75%","Max"
params_batch_size,40,13.959429488406432,32,32,32,40,64
params_cnn3d_filter_decay_factor,0.6232432432432433,0.2936840032620655,0.1,0.4,0.8,0.8,0.9
params_cnn3d_filters_layer_0,23.783783783783782,19.173032373304416,16,16,16,16,128
params_cnn3d_kernel_decay_factor,0.44054054054054054,0.211695355686589,0.1,0.30000000000000004,0.4,0.6,0.9
params_cnn3d_kernel_depth_0,3.210810810810811,0.9577441179848953,1,3,3,4,5
params_cnn3d_kernel_depth_1,1.9855072463768115,0.8992276689926817,1,1,2,3,4
params_cnn3d_kernel_depth_2,1.3650793650793651,0.5764627202110634,1,1,1,2,3
params_cnn3d_kernel_height_0,2.502702702702703,0.9215082410417571,1,2,3,3,5
params_cnn3d_kernel_height_1,1.8840579710144927,0.7383652827074059,1,1,2,2,4
params_cnn3d_kernel_height_2,1.3650793650793651,0.5764627202110634,1,1,1,2,3
params_cnn3d_kernel_width_0,3.054054054054054,1.2323966123394523,1,2,4,4,5
params_cnn3d_kernel_width_1,1.9710144927536233,0.9230864864960256,1,1,2,3,4
params_cnn3d_kernel_width_2,1.3650793650793651,0.5764627202110634,1,1,1,2,3
params_cnn3d_layers,1.7135135135135136,0.943560026131999,1,1,1,3,3
params_learning_rate,0.004051844594263469,0.002564487943127132,0.00017692906803068537,0.002079264453131578,0.0035799652936958394,0.006028796097404935,0.009878833801719208
params_pool_dim1,1.9135135135135135,0.2818438533955056,1,2,2,2,2
params_pool_dim2,3.691891891891892,1.0668875848391437,1,3,4,5,5
params_pool_dim3,1.654054054054054,0.4769665211308557,1,1,2,2,2
