"Parameter","Mean","Std","Min","25%","Median","75%","Max"
params_batch_size,42.20911528150134,14.93531653930199,32,32,32,64,64
params_cnn3d_filter_decay_factor,0.6185145317545749,0.296170875607304,0.1,0.30000000000000004,0.8,0.8,0.9
params_cnn3d_filters_layer_0,23.66415500538213,17.91813328418283,16,16,16,32,128
params_cnn3d_kernel_decay_factor,0.4398277717976319,0.21396899057146576,0.1,0.30000000000000004,0.4,0.6,0.9
params_cnn3d_kernel_depth_0,3.232508073196986,0.9467379658945863,1,3,3,4,5
params_cnn3d_kernel_depth_1,2.0055555555555555,0.9381854246658285,1,1,2,3,4
params_cnn3d_kernel_depth_2,1.3074534161490683,0.5815494177088606,1,1,1,1.75,4
params_cnn3d_kernel_height_0,2.4994617868675997,0.9274604572000085,1,2,3,3,5
params_cnn3d_kernel_height_1,1.8777777777777778,0.8049675545326043,1,1,2,2,4
params_cnn3d_kernel_height_2,1.3074534161490683,0.5815494177088606,1,1,1,1.75,4
params_cnn3d_kernel_width_0,3.0204520990312163,1.2459466220674893,1,2,4,4,5
params_cnn3d_kernel_width_1,2.0083333333333333,0.9543552126259359,1,1,2,3,4
params_cnn3d_kernel_width_2,1.3074534161490683,0.5815494177088606,1,1,1,1.75,4
params_cnn3d_layers,1.7341227125941874,0.9430601269425194,1,1,1,3,3
params_learning_rate,0.0039708586678098845,0.0026082678334408234,0.0000102803428441832,0.0019252052339563588,0.0035842458340351532,0.005997300963686843,0.009986242884118724
params_pool_dim1,1.9117330462863293,0.2838355480099238,1,2,2,2,2
params_pool_dim2,3.680301399354144,1.057633131144738,1,3,4,5,5
params_pool_dim3,1.6576964477933263,0.4747361681065483,1,1,2,2,2
