Parameter,Category,Fraction,Count
params_conv2d_0_act,gelu,0.3614,30
params_conv2d_0_act,elu,0.3012,25
params_conv2d_0_act,none,0.0964,8
params_conv2d_0_act,silu,0.0723,6
params_conv2d_0_act,relu,0.0723,6
params_conv2d_0_act,sigmoid,0.0602,5
params_conv2d_0_act,tanh,0.0361,3
params_conv2d_1_act,tanh,0.3373,28
params_conv2d_1_act,none,0.3253,27
params_conv2d_1_act,silu,0.0964,8
params_conv2d_1_act,gelu,0.0964,8
params_conv2d_1_act,elu,0.0843,7
params_conv2d_1_act,relu,0.0361,3
params_conv2d_1_act,,0.012,1
params_conv2d_1_act,sigmoid,0.012,1
params_conv2d_2_act,gelu,0.3855,32
params_conv2d_2_act,elu,0.3133,26
params_conv2d_2_act,,0.0843,7
params_conv2d_2_act,silu,0.0723,6
params_conv2d_2_act,none,0.0723,6
params_conv2d_2_act,tanh,0.0361,3
params_conv2d_2_act,sigmoid,0.0361,3
params_conv2d_3_act,,1.0,83
params_conv2d_4_act,,1.0,83
params_coord_dense_0_act,elu,0.5663,47
params_coord_dense_0_act,tanh,0.0964,8
params_coord_dense_0_act,none,0.0964,8
params_coord_dense_0_act,relu,0.0843,7
params_coord_dense_0_act,silu,0.0723,6
params_coord_dense_0_act,gelu,0.0602,5
params_coord_dense_0_act,sigmoid,0.0241,2
params_coord_dense_1_act,elu,0.4699,39
params_coord_dense_1_act,tanh,0.1566,13
params_coord_dense_1_act,,0.1325,11
params_coord_dense_1_act,none,0.0843,7
params_coord_dense_1_act,silu,0.0843,7
params_coord_dense_1_act,gelu,0.0723,6
params_fusion_dense_0_act,none,0.4458,37
params_fusion_dense_0_act,tanh,0.2771,23
params_fusion_dense_0_act,relu,0.0964,8
params_fusion_dense_0_act,sigmoid,0.0723,6
params_fusion_dense_0_act,silu,0.0482,4
params_fusion_dense_0_act,elu,0.0482,4
params_fusion_dense_0_act,gelu,0.012,1
params_fusion_dense_1_act,sigmoid,0.4337,36
params_fusion_dense_1_act,silu,0.1807,15
params_fusion_dense_1_act,,0.1566,13
params_fusion_dense_1_act,elu,0.0843,7
params_fusion_dense_1_act,tanh,0.0723,6
params_fusion_dense_1_act,gelu,0.0482,4
params_fusion_dense_1_act,none,0.0241,2
