Parameter,Category,Fraction,Count
params_dense_0_act,gelu,0.5,14
params_dense_0_act,silu,0.1429,4
params_dense_0_act,relu,0.1429,4
params_dense_0_act,elu,0.1071,3
params_dense_0_act,sigmoid,0.0357,1
params_dense_0_act,none,0.0357,1
params_dense_0_act,tanh,0.0357,1
params_dense_1_act,silu,0.5882,10
params_dense_1_act,relu,0.1765,3
params_dense_1_act,gelu,0.1176,2
params_dense_1_act,none,0.1176,2
params_dense_2_act,silu,0.5714,4
params_dense_2_act,tanh,0.1429,1
params_dense_2_act,gelu,0.1429,1
params_dense_2_act,elu,0.1429,1
params_dense_3_act,elu,0.5,2
params_dense_3_act,sigmoid,0.25,1
params_dense_3_act,gelu,0.25,1
params_optimizer,sgd,0.75,21
params_optimizer,adamw,0.1429,4
params_optimizer,lion,0.0714,2
params_optimizer,rmsprop,0.0357,1
