Parameter,Category,Fraction,Count
params_adjacency_type,knn,0.6538,17
params_adjacency_type,grid,0.3462,9
params_cheb_0_activation,relu,0.4,2
params_cheb_0_activation,None,0.4,2
params_cheb_0_activation,swish,0.2,1
params_cheb_1_activation,swish,0.3333,3
params_cheb_1_activation,relu,0.3333,3
params_cheb_1_activation,None,0.2222,2
params_cheb_1_activation,tanh,0.1111,1
params_cheb_2_activation,tanh,0.3333,1
params_cheb_2_activation,relu,0.3333,1
params_cheb_2_activation,None,0.3333,1
params_cheb_3_activation,None,1.0,1
params_dense_0_act,tanh,0.4615,12
params_dense_0_act,swish,0.2308,6
params_dense_0_act,relu,0.1538,4
params_dense_0_act,None,0.1538,4
params_dense_1_act,tanh,0.5,13
params_dense_1_act,swish,0.1923,5
params_dense_1_act,None,0.1538,4
params_dense_1_act,relu,0.1538,4
params_dense_2_act,tanh,0.4286,6
params_dense_2_act,swish,0.2143,3
params_dense_2_act,relu,0.2143,3
params_dense_2_act,None,0.1429,2
params_gat_0_activation,tanh,0.25,3
params_gat_0_activation,relu,0.25,3
params_gat_0_activation,None,0.25,3
params_gat_0_activation,swish,0.25,3
params_gat_1_activation,tanh,0.2857,2
params_gat_1_activation,None,0.2857,2
params_gat_1_activation,relu,0.2857,2
params_gat_1_activation,swish,0.1429,1
params_gat_2_activation,swish,0.2857,2
params_gat_2_activation,None,0.2857,2
params_gat_2_activation,relu,0.2857,2
params_gat_2_activation,tanh,0.1429,1
params_gat_3_activation,None,0.5,1
params_gat_3_activation,tanh,0.5,1
params_gcn_0_activation,swish,0.4444,4
params_gcn_0_activation,None,0.2222,2
params_gcn_0_activation,tanh,0.2222,2
params_gcn_0_activation,relu,0.1111,1
params_gcn_1_activation,None,0.4,2
params_gcn_1_activation,tanh,0.4,2
params_gcn_1_activation,relu,0.2,1
params_gcn_2_activation,swish,0.5,1
params_gcn_2_activation,tanh,0.5,1
params_gcn_3_activation,relu,1.0,1
params_layer_0_type,gat,0.4615,12
params_layer_0_type,gcn,0.3462,9
params_layer_0_type,cheb,0.1923,5
params_layer_1_type,cheb,0.375,9
params_layer_1_type,gat,0.2917,7
params_layer_1_type,gcn,0.2083,5
params_layer_1_type,none,0.125,3
params_layer_2_type,gat,0.4667,7
params_layer_2_type,cheb,0.2,3
params_layer_2_type,none,0.2,3
params_layer_2_type,gcn,0.1333,2
params_layer_3_type,gat,0.4,2
params_layer_3_type,none,0.2,1
params_layer_3_type,gcn,0.2,1
params_layer_3_type,cheb,0.2,1
