Parameter,Category,Fraction,Count
params_conv1d_0_act,sigmoid,0.9,45
params_conv1d_0_act,elu,0.06,3
params_conv1d_0_act,tanh,0.02,1
params_conv1d_0_act,relu,0.02,1
params_conv1d_1_act,silu,0.94,47
params_conv1d_1_act,none,0.06,3
params_conv1d_2_act,silu,0.58,29
params_conv1d_2_act,relu,0.4,20
params_conv1d_2_act,none,0.02,1
params_conv1d_3_act,gelu,0.6,30
params_conv1d_3_act,silu,0.18,9
params_conv1d_3_act,relu,0.12,6
params_conv1d_3_act,elu,0.1,5
params_dense_0_act,sigmoid,1.0,50
params_optimizer,adam,0.96,48
params_optimizer,adamw,0.04,2
params_pooling_type,flatten,1.0,50
params_use_cnn_as_dense,False,1.0,50
