Parameter,Category,Fraction,Count
params_dense_0_act,sigmoid,0.6136,27
params_dense_0_act,silu,0.2045,9
params_dense_0_act,relu,0.0682,3
params_dense_0_act,elu,0.0455,2
params_dense_0_act,tanh,0.0455,2
params_dense_0_act,gelu,0.0227,1
params_dense_1_act,sigmoid,0.25,4
params_dense_1_act,silu,0.25,4
params_dense_1_act,tanh,0.25,4
params_dense_1_act,gelu,0.125,2
params_dense_1_act,none,0.125,2
params_dense_2_act,silu,0.3333,3
params_dense_2_act,none,0.3333,3
params_dense_2_act,sigmoid,0.2222,2
params_dense_2_act,elu,0.1111,1
params_dense_3_act,relu,0.3333,1
params_dense_3_act,tanh,0.3333,1
params_dense_3_act,elu,0.3333,1
params_dense_4_act,silu,0.5,1
params_dense_4_act,elu,0.5,1
params_optimizer,adamw,0.4792,23
params_optimizer,adam,0.3958,19
params_optimizer,sgd,0.0625,3
params_optimizer,lion,0.0417,2
params_optimizer,rmsprop,0.0208,1
