param_count,model_size_mb,flops,params,training_memory_mb
1925476,7.3451080322265625,7423553380,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'elu', 'pool_size_0': 2, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 7, 'conv1d_1_act': 'relu', 'pool_size_1': 4, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 100, 'dense_0_dropout': 0.2, 'dense_0_act': 'elu', 'learning_rate': 0.007686490081641727}",6229.660705566406
2075311,7.916683197021484,7440657327,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'elu', 'pool_size_0': 2, 'conv1d_1_filters': 1024, 'conv1d_1_kernel_size': 7, 'conv1d_1_act': 'silu', 'pool_size_1': 3, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 175, 'dense_0_dropout': 0.4, 'dense_0_act': 'sigmoid', 'learning_rate': 0.00031309612776983216}",6190.301010131836
2390272,9.1181640625,5804008704,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 8, 'conv1d_0_act': 'none', 'pool_size_0': 3, 'conv1d_1_filters': 1024, 'conv1d_1_kernel_size': 4, 'conv1d_1_act': 'gelu', 'pool_size_1': 1, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.00044727780280546706}",6111.0947265625
2043286,7.794517517089844,7435817666,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'elu', 'pool_size_0': 2, 'conv1d_1_filters': 1024, 'conv1d_1_kernel_size': 7, 'conv1d_1_act': 'tanh', 'pool_size_1': 4, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 150, 'dense_0_dropout': 0.0, 'dense_0_act': 'silu', 'learning_rate': 0.003012077030672222}",6106.702484130859
1322240,5.0439453125,4253877504,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 4, 'conv1d_0_act': 'tanh', 'pool_size_0': 2, 'conv1d_1_filters': 1024, 'conv1d_1_kernel_size': 4, 'conv1d_1_act': 'tanh', 'pool_size_1': 4, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.00010300721366290525}",6095.5537109375
315648,1.2041015625,408243968,"{'num_conv_layers': 1, 'conv1d_0_filters': 1024, 'conv1d_0_kernel_size': 8, 'conv1d_0_act': 'none', 'pool_size_0': 2, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.00025060065831344344}",6080.2001953125
848066,3.2351150512695312,1102632898,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 6, 'conv1d_0_act': 'gelu', 'pool_size_0': 2, 'conv1d_1_filters': 1024, 'conv1d_1_kernel_size': 2, 'conv1d_1_act': 'silu', 'pool_size_1': 1, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 450, 'dense_0_dropout': 0.0, 'dense_0_act': 'none', 'learning_rate': 0.005698210920344836}",5963.541046142578
397659,1.5169486999511719,1712402651,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'gelu', 'pool_size_0': 1, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 3, 'conv1d_1_act': 'relu', 'pool_size_1': 2, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 475, 'dense_0_dropout': 0.5, 'dense_0_act': 'relu', 'learning_rate': 0.0005365856190462205}",5956.718673706055
592640,2.2607421875,1656544512,"{'num_conv_layers': 2, 'conv1d_0_filters': 1024, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'none', 'pool_size_0': 3, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 4, 'conv1d_1_act': 'none', 'pool_size_1': 3, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.00043225731129132726}",5944.861328125
153757228,586.5372772216797,672574508,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 8, 'conv1d_0_act': 'none', 'pool_size_0': 2, 'conv1d_1_filters': 256, 'conv1d_1_kernel_size': 1, 'conv1d_1_act': 'elu', 'pool_size_1': 1, 'pooling_type': 'flatten', 'num_dense_layers': 1, 'dense_0_units': 300, 'dense_0_dropout': 0.4, 'dense_0_act': 'elu', 'learning_rate': 0.0006109138796168273}",5921.484069824219
588123,2.243511199951172,3227837147,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'sigmoid', 'pool_size_0': 1, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 6, 'conv1d_1_act': 'sigmoid', 'pool_size_1': 3, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 475, 'dense_0_dropout': 0.4, 'dense_0_act': 'tanh', 'learning_rate': 0.005453823732988247}",5917.937423706055
273964,1.0450897216796875,1255478572,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 8, 'conv1d_0_act': 'tanh', 'pool_size_0': 1, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 2, 'conv1d_1_act': 'gelu', 'pool_size_1': 3, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 300, 'dense_0_dropout': 0.30000000000000004, 'dense_0_act': 'relu', 'learning_rate': 0.0016929314177024336}",5912.887390136719
89667840,342.0556640625,4977316096,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 6, 'conv1d_0_act': 'gelu', 'pool_size_0': 4, 'conv1d_1_filters': 1024, 'conv1d_1_kernel_size': 9, 'conv1d_1_act': 'relu', 'pool_size_1': 3, 'pooling_type': 'flatten', 'num_dense_layers': 0, 'learning_rate': 0.0009268309508779502}",5901.1005859375
521984,1.9912109375,3903206912,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'silu', 'pool_size_0': 1, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 7, 'conv1d_1_act': 'tanh', 'pool_size_1': 4, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.002074520003050648}",5895.419921875
468733,1.7880744934082031,3352454001,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 8, 'conv1d_0_act': 'elu', 'pool_size_0': 1, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 6, 'conv1d_1_act': 'gelu', 'pool_size_1': 4, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 125, 'dense_0_dropout': 0.2, 'dense_0_act': 'gelu', 'learning_rate': 0.008399387696971598}",5894.790481567383
146585,0.5591773986816406,1081144651,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 1, 'conv1d_0_act': 'tanh', 'pool_size_0': 1, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 2, 'conv1d_1_act': 'sigmoid', 'pool_size_1': 4, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 25, 'dense_0_dropout': 0.1, 'dense_0_act': 'silu', 'learning_rate': 0.005084067260565998}",5889.728408813477
440876,1.6818084716796875,985143340,"{'num_conv_layers': 2, 'conv1d_0_filters': 1024, 'conv1d_0_kernel_size': 2, 'conv1d_0_act': 'none', 'pool_size_0': 3, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 5, 'conv1d_1_act': 'gelu', 'pool_size_1': 3, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 300, 'dense_0_dropout': 0.4, 'dense_0_act': 'tanh', 'learning_rate': 0.00011026125260999716}",5887.424011230469
1270016,4.8447265625,9618729216,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'none', 'pool_size_0': 1, 'conv1d_1_filters': 256, 'conv1d_1_kernel_size': 9, 'conv1d_1_act': 'relu', 'pool_size_1': 2, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.0035159341842951317}",5844.3935546875
55754181,212.68532180786133,1839238223,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 6, 'conv1d_0_act': 'none', 'pool_size_0': 1, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 3, 'conv1d_1_act': 'elu', 'pool_size_1': 3, 'pooling_type': 'flatten', 'num_dense_layers': 1, 'dense_0_units': 325, 'dense_0_dropout': 0.1, 'dense_0_act': 'silu', 'learning_rate': 0.007368427285863001}",5842.734939575195
1110784,4.2373046875,2306921984,"{'num_conv_layers': 2, 'conv1d_0_filters': 1024, 'conv1d_0_kernel_size': 4, 'conv1d_0_act': 'none', 'pool_size_0': 4, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 8, 'conv1d_1_act': 'silu', 'pool_size_1': 2, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.007645707709539507}",5810.642578125
978482,3.7326126098632812,2142841394,"{'num_conv_layers': 2, 'conv1d_0_filters': 1024, 'conv1d_0_kernel_size': 6, 'conv1d_0_act': 'none', 'pool_size_0': 4, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 7, 'conv1d_1_act': 'relu', 'pool_size_1': 3, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 50, 'dense_0_dropout': 0.30000000000000004, 'dense_0_act': 'relu', 'learning_rate': 0.00011483450985300532}",5798.259552001953
13270297,50.62216567993164,3723954201,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'gelu', 'pool_size_0': 1, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 7, 'conv1d_1_act': 'relu', 'pool_size_1': 4, 'pooling_type': 'flatten', 'num_dense_layers': 1, 'dense_0_units': 25, 'dense_0_dropout': 0.4, 'dense_0_act': 'tanh', 'learning_rate': 0.00016664255257737437}",5777.417861938477
2094636,7.9904022216796875,5098241580,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 8, 'conv1d_0_act': 'relu', 'pool_size_0': 3, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 7, 'conv1d_1_act': 'elu', 'pool_size_1': 1, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 300, 'dense_0_dropout': 0.1, 'dense_0_act': 'relu', 'learning_rate': 0.0008472042380866887}",5773.784851074219
1439638,5.491783142089844,3585571222,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'gelu', 'pool_size_0': 3, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 5, 'conv1d_1_act': 'tanh', 'pool_size_1': 1, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 150, 'dense_0_dropout': 0.5, 'dense_0_act': 'relu', 'learning_rate': 0.0006436287455109413}",5763.570648193359
924928,3.5283203125,3184045824,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 1, 'conv1d_0_act': 'silu', 'pool_size_0': 2, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 3, 'conv1d_1_act': 'none', 'pool_size_1': 4, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.00023155743492063788}",5714.2470703125
886747,3.382671356201172,1145874577,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'none', 'pool_size_0': 2, 'conv1d_1_filters': 1024, 'conv1d_1_kernel_size': 1, 'conv1d_1_act': 'elu', 'pool_size_1': 3, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 475, 'dense_0_dropout': 0.4, 'dense_0_act': 'silu', 'learning_rate': 0.0017241975387916816}",5672.604415893555
145312169,554.3219337463379,1662090409,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'silu', 'pool_size_0': 1, 'conv1d_1_filters': 256, 'conv1d_1_kernel_size': 5, 'conv1d_1_act': 'none', 'pool_size_1': 3, 'pooling_type': 'flatten', 'num_dense_layers': 1, 'dense_0_units': 425, 'dense_0_dropout': 0.0, 'dense_0_act': 'none', 'learning_rate': 0.0013622954273337722}",5625.643692016602
678144,2.5869140625,1563726080,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 6, 'conv1d_0_act': 'gelu', 'pool_size_0': 3, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 2, 'conv1d_1_act': 'silu', 'pool_size_1': 2, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.0004987517973355179}",5584.9814453125
489566,1.8675460815429688,308264030,"{'num_conv_layers': 1, 'conv1d_0_filters': 1024, 'conv1d_0_kernel_size': 6, 'conv1d_0_act': 'none', 'pool_size_0': 4, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 350, 'dense_0_dropout': 0.2, 'dense_0_act': 'tanh', 'learning_rate': 0.0001772479330446269}",5583.366668701172
443636,1.6923370361328125,2253030492,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 6, 'conv1d_0_act': 'elu', 'pool_size_0': 1, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 8, 'conv1d_1_act': 'gelu', 'pool_size_1': 1, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 500, 'dense_0_dropout': 0.4, 'dense_0_act': 'silu', 'learning_rate': 0.00018385807588625305}",5582.427062988281
92978,0.35468292236328125,210215830,"{'num_conv_layers': 1, 'conv1d_0_filters': 1024, 'conv1d_0_kernel_size': 4, 'conv1d_0_act': 'none', 'pool_size_0': 4, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 50, 'dense_0_dropout': 0.4, 'dense_0_act': 'silu', 'learning_rate': 0.004953159548933947}",5576.875762939453
74930,0.28583526611328125,288753842,"{'num_conv_layers': 2, 'conv1d_0_filters': 64, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'relu', 'pool_size_0': 1, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 1, 'conv1d_1_act': 'gelu', 'pool_size_1': 1, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 50, 'dense_0_dropout': 0.4, 'dense_0_act': 'elu', 'learning_rate': 0.0003402372974589727}",5576.360626220703
782224,2.98394775390625,1083304464,"{'num_conv_layers': 2, 'conv1d_0_filters': 64, 'conv1d_0_kernel_size': 8, 'conv1d_0_act': 'elu', 'pool_size_0': 2, 'conv1d_1_filters': 1024, 'conv1d_1_kernel_size': 4, 'conv1d_1_act': 'relu', 'pool_size_1': 1, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 400, 'dense_0_dropout': 0.0, 'dense_0_act': 'none', 'learning_rate': 0.00010157465261896969}",5525.013427734375
293376,1.119140625,2202693760,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 4, 'conv1d_0_act': 'sigmoid', 'pool_size_0': 1, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 8, 'conv1d_1_act': 'tanh', 'pool_size_1': 2, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.0003158018021037341}",5516.90185546875
230912,0.880859375,1702853760,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'tanh', 'pool_size_0': 1, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 6, 'conv1d_1_act': 'sigmoid', 'pool_size_1': 2, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.004842143280425423}",5515.94873046875
419072,1.5986328125,883794688,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'silu', 'pool_size_0': 3, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 1, 'conv1d_1_act': 'elu', 'pool_size_1': 4, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.0020275290120925164}",5497.7783203125
240128,0.916015625,1776667008,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 8, 'conv1d_0_act': 'tanh', 'pool_size_0': 1, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 6, 'conv1d_1_act': 'relu', 'pool_size_1': 3, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.000914577464864046}",5495.24560546875
268154,1.0229263305664062,1489989242,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'tanh', 'pool_size_0': 1, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 5, 'conv1d_1_act': 'tanh', 'pool_size_1': 4, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 250, 'dense_0_dropout': 0.2, 'dense_0_act': 'relu', 'learning_rate': 0.0014052695185341238}",5485.633209228516
87552,0.333984375,560069760,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 1, 'conv1d_0_act': 'silu', 'pool_size_0': 1, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 2, 'conv1d_1_act': 'sigmoid', 'pool_size_1': 4, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.004054696037514211}",5482.51123046875
1572652,5.9991912841796875,4758952748,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'tanh', 'pool_size_0': 2, 'conv1d_1_filters': 1024, 'conv1d_1_kernel_size': 9, 'conv1d_1_act': 'relu', 'pool_size_1': 2, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 300, 'dense_0_dropout': 0.0, 'dense_0_act': 'none', 'learning_rate': 0.001387159330798411}",5474.524108886719
2105600,8.0322265625,4925932544,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 2, 'conv1d_0_act': 'tanh', 'pool_size_0': 3, 'conv1d_1_filters': 1024, 'conv1d_1_kernel_size': 7, 'conv1d_1_act': 'relu', 'pool_size_1': 1, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.005133028436300112}",5440.1318359375
153679916,586.2423553466797,326972972,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 1, 'conv1d_0_act': 'gelu', 'pool_size_0': 2, 'pooling_type': 'flatten', 'num_dense_layers': 1, 'dense_0_units': 300, 'dense_0_dropout': 0.4, 'dense_0_act': 'none', 'learning_rate': 0.0024034460680920217}",5420.163757324219
1251584,4.7744140625,4755241216,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 1, 'conv1d_0_act': 'silu', 'pool_size_0': 2, 'conv1d_1_filters': 256, 'conv1d_1_kernel_size': 9, 'conv1d_1_act': 'tanh', 'pool_size_1': 4, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.0021533340333398806}",5406.6123046875
1038255,3.9606285095214844,3905369519,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'silu', 'pool_size_0': 2, 'conv1d_1_filters': 256, 'conv1d_1_kernel_size': 7, 'conv1d_1_act': 'gelu', 'pool_size_1': 4, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 175, 'dense_0_dropout': 0.0, 'dense_0_act': 'relu', 'learning_rate': 0.0026900335570026815}",5403.528060913086
425705,1.6239356994628906,2305205417,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 8, 'conv1d_0_act': 'silu', 'pool_size_0': 1, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 8, 'conv1d_1_act': 'none', 'pool_size_1': 2, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 425, 'dense_0_dropout': 0.0, 'dense_0_act': 'tanh', 'learning_rate': 0.004422621056254796}",5394.336074829102
334080,1.2744140625,1081257216,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 1, 'conv1d_0_act': 'elu', 'pool_size_0': 2, 'conv1d_1_filters': 256, 'conv1d_1_kernel_size': 2, 'conv1d_1_act': 'sigmoid', 'pool_size_1': 4, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.006118520700845143}",5392.6123046875
21970176,83.8095703125,498722048,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 4, 'conv1d_0_act': 'tanh', 'pool_size_0': 3, 'conv1d_1_filters': 256, 'conv1d_1_kernel_size': 1, 'conv1d_1_act': 'elu', 'pool_size_1': 4, 'pooling_type': 'flatten', 'num_dense_layers': 0, 'learning_rate': 0.0018635226422447704}",5326.5029296875
1453568,5.544921875,4786354688,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'sigmoid', 'pool_size_0': 2, 'conv1d_1_filters': 1024, 'conv1d_1_kernel_size': 9, 'conv1d_1_act': 'silu', 'pool_size_1': 3, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.001029906565307178}",5305.560546875
1059584,4.0419921875,3203252736,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 8, 'conv1d_0_act': 'none', 'pool_size_0': 2, 'conv1d_1_filters': 1024, 'conv1d_1_kernel_size': 6, 'conv1d_1_act': 'sigmoid', 'pool_size_1': 2, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.0010027718119321532}",5216.548828125
525637,2.005146026611328,781461573,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'elu', 'pool_size_0': 3, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 1, 'conv1d_1_act': 'none', 'pool_size_1': 3, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 325, 'dense_0_dropout': 0.4, 'dense_0_act': 'tanh', 'learning_rate': 0.005587312115129167}",5194.380447387695
419072,1.5986328125,879755520,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'relu', 'pool_size_0': 3, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 1, 'conv1d_1_act': 'none', 'pool_size_1': 3, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.0006569452954417216}",5192.2783203125
1585920,6.0498046875,5319005440,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'gelu', 'pool_size_0': 2, 'conv1d_1_filters': 1024, 'conv1d_1_kernel_size': 5, 'conv1d_1_act': 'none', 'pool_size_1': 3, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.00011455095800167584}",5182.5771484375
1711860,6.5302276611328125,2728488180,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 4, 'conv1d_0_act': 'sigmoid', 'pool_size_0': 4, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 5, 'conv1d_1_act': 'tanh', 'pool_size_1': 4, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 500, 'dense_0_dropout': 0.2, 'dense_0_act': 'relu', 'learning_rate': 0.002048566886972861}",5164.487121582031
1843456,7.0322265625,4231150592,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 2, 'conv1d_0_act': 'sigmoid', 'pool_size_0': 3, 'conv1d_1_filters': 1024, 'conv1d_1_kernel_size': 6, 'conv1d_1_act': 'gelu', 'pool_size_1': 2, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.006602380091863064}",5102.6318359375
34439056,131.37457275390625,697480144,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 4, 'conv1d_0_act': 'relu', 'pool_size_0': 3, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 6, 'conv1d_1_act': 'none', 'pool_size_1': 1, 'pooling_type': 'flatten', 'num_dense_layers': 1, 'dense_0_units': 400, 'dense_0_dropout': 0.4, 'dense_0_act': 'relu', 'learning_rate': 0.00021752431618177667}",5100.853271484375
864512,3.2978515625,2179526400,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'sigmoid', 'pool_size_0': 3, 'conv1d_1_filters': 256, 'conv1d_1_kernel_size': 6, 'conv1d_1_act': 'gelu', 'pool_size_1': 1, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.00010552773874568993}",5087.9560546875
408308,1.5575714111328125,185253108,"{'num_conv_layers': 1, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'silu', 'pool_size_0': 1, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 500, 'dense_0_dropout': 0.4, 'dense_0_act': 'none', 'learning_rate': 0.000788070360131451}",5081.864074707031
382939,1.4607963562011719,138110683,"{'num_conv_layers': 1, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'gelu', 'pool_size_0': 1, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 475, 'dense_0_dropout': 0.4, 'dense_0_act': 'none', 'learning_rate': 0.0009296371174847746}",5081.452560424805
232211,0.8858146667480469,154187283,"{'num_conv_layers': 1, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 6, 'conv1d_0_act': 'tanh', 'pool_size_0': 1, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 275, 'dense_0_dropout': 0.1, 'dense_0_act': 'elu', 'learning_rate': 0.001182091198936928}",5079.091598510742
216058,0.8241958618164062,178724858,"{'num_conv_layers': 1, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'relu', 'pool_size_0': 1, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 250, 'dense_0_dropout': 0.2, 'dense_0_act': 'none', 'learning_rate': 0.0024525448803924144}",5078.686431884766
221465,0.8448219299316406,1605579467,"{'num_conv_layers': 2, 'conv1d_0_filters': 64, 'conv1d_0_kernel_size': 8, 'conv1d_0_act': 'gelu', 'pool_size_0': 1, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 6, 'conv1d_1_act': 'sigmoid', 'pool_size_1': 2, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 25, 'dense_0_dropout': 0.0, 'dense_0_act': 'silu', 'learning_rate': 0.0001323514702643969}",5078.547744750977
201472,0.7685546875,559275136,"{'num_conv_layers': 2, 'conv1d_0_filters': 64, 'conv1d_0_kernel_size': 6, 'conv1d_0_act': 'gelu', 'pool_size_0': 1, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 2, 'conv1d_1_act': 'gelu', 'pool_size_1': 2, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.006690325686873081}",5078.21826171875
