param_count,model_size_mb,flops,params,training_memory_mb
394440,1.504669189453125,287911624,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'none', 'pool_size_0': 4, 'conv1d_1_filters': 1024, 'conv1d_1_kernel_size': 1, 'conv1d_1_act': 'silu', 'pool_size_1': 3, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 200, 'dense_0_dropout': 0.2, 'dense_0_act': 'elu', 'learning_rate': 0.0002098648705425052}",3310.6925048828125
25626443,97.75712203979492,152764491,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 8, 'conv1d_0_act': 'relu', 'pool_size_0': 3, 'pooling_type': 'flatten', 'num_dense_layers': 1, 'dense_0_units': 75, 'dense_0_dropout': 0.30000000000000004, 'dense_0_act': 'none', 'learning_rate': 0.002063939911218935}",3299.2530975341797
660224,2.5185546875,1068118272,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 1, 'conv1d_0_act': 'silu', 'pool_size_0': 4, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 4, 'conv1d_1_act': 'none', 'pool_size_1': 3, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.0027896424429506854}",3293.4638671875
535808,2.0439453125,1305332992,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 6, 'conv1d_0_act': 'gelu', 'pool_size_0': 3, 'conv1d_1_filters': 256, 'conv1d_1_kernel_size': 7, 'conv1d_1_act': 'tanh', 'pool_size_1': 4, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.00017162106464693063}",3291.3212890625
12815385,48.88681411743164,90287897,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'sigmoid', 'pool_size_0': 2, 'pooling_type': 'flatten', 'num_dense_layers': 1, 'dense_0_units': 25, 'dense_0_dropout': 0.30000000000000004, 'dense_0_act': 'tanh', 'learning_rate': 0.0001935389585574553}",3270.4852447509766
206080,0.7861328125,720869376,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'sigmoid', 'pool_size_0': 2, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 5, 'conv1d_1_act': 'elu', 'pool_size_1': 2, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.00012503571798840689}",3265.60546875
271616,1.0361328125,987706368,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'gelu', 'pool_size_0': 2, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 7, 'conv1d_1_act': 'silu', 'pool_size_1': 3, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.0009936416191684188}",3245.73046875
229367,0.8749656677246094,288377573,"{'num_conv_layers': 2, 'conv1d_0_filters': 64, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'tanh', 'pool_size_0': 1, 'conv1d_1_filters': 256, 'conv1d_1_kernel_size': 2, 'conv1d_1_act': 'elu', 'pool_size_1': 3, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 375, 'dense_0_dropout': 0.2, 'dense_0_act': 'silu', 'learning_rate': 0.00019150913658966726}",3245.6990814208984
265728,1.013671875,360275328,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 1, 'conv1d_0_act': 'elu', 'pool_size_0': 3, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 2, 'conv1d_1_act': 'sigmoid', 'pool_size_1': 1, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.00030293061058413753}",3245.509765625
5890585,22.47079849243164,551572377,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 2, 'conv1d_0_act': 'sigmoid', 'pool_size_0': 3, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 3, 'conv1d_1_act': 'sigmoid', 'pool_size_1': 3, 'pooling_type': 'flatten', 'num_dense_layers': 1, 'dense_0_units': 25, 'dense_0_dropout': 0.2, 'dense_0_act': 'elu', 'learning_rate': 0.00631407196983053}",3219.8748931884766
216448,0.82568359375,1199398528,"{'num_conv_layers': 2, 'conv1d_0_filters': 64, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'elu', 'pool_size_0': 1, 'conv1d_1_filters': 256, 'conv1d_1_kernel_size': 9, 'conv1d_1_act': 'sigmoid', 'pool_size_1': 4, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.0015340944163319196}",3203.32763671875
199037,0.7592658996582031,541732733,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 1, 'conv1d_0_act': 'none', 'pool_size_0': 2, 'conv1d_1_filters': 256, 'conv1d_1_kernel_size': 2, 'conv1d_1_act': 'relu', 'pool_size_1': 2, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 125, 'dense_0_dropout': 0.5, 'dense_0_act': 'none', 'learning_rate': 0.0001551349734344987}",3203.179641723633
93106,0.35517120361328125,533718706,"{'num_conv_layers': 2, 'conv1d_0_filters': 64, 'conv1d_0_kernel_size': 1, 'conv1d_0_act': 'tanh', 'pool_size_0': 1, 'conv1d_1_filters': 256, 'conv1d_1_kernel_size': 4, 'conv1d_1_act': 'silu', 'pool_size_1': 4, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 50, 'dense_0_dropout': 0.5, 'dense_0_act': 'elu', 'learning_rate': 0.00010609122479093082}",3201.518829345703
16454400,62.7685546875,192547840,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 2, 'conv1d_0_act': 'elu', 'pool_size_0': 4, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 2, 'conv1d_1_act': 'gelu', 'pool_size_1': 2, 'pooling_type': 'flatten', 'num_dense_layers': 0, 'learning_rate': 0.004573504674968709}",3200.97265625
65550976,250.05712890625,246946304,"{'num_conv_layers': 2, 'conv1d_0_filters': 64, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'sigmoid', 'pool_size_0': 1, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 3, 'conv1d_1_act': 'silu', 'pool_size_1': 1, 'pooling_type': 'flatten', 'num_dense_layers': 0, 'learning_rate': 0.00017587148148590022}",3200.1328125
399232,1.52294921875,1081343104,"{'num_conv_layers': 2, 'conv1d_0_filters': 64, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'silu', 'pool_size_0': 2, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 8, 'conv1d_1_act': 'elu', 'pool_size_1': 3, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.0001819792468602694}",3185.23583984375
332544,1.2685546875,811519104,"{'num_conv_layers': 2, 'conv1d_0_filters': 64, 'conv1d_0_kernel_size': 6, 'conv1d_0_act': 'relu', 'pool_size_0': 2, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 6, 'conv1d_1_act': 'silu', 'pool_size_1': 3, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.008681106672151157}",3184.21826171875
8350208,31.853515625,685603456,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 6, 'conv1d_0_act': 'silu', 'pool_size_0': 2, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 9, 'conv1d_1_act': 'elu', 'pool_size_1': 4, 'pooling_type': 'flatten', 'num_dense_layers': 0, 'learning_rate': 0.0009239084474134228}",3171.06396484375
8654280,33.013458251953125,282317400,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'relu', 'pool_size_0': 3, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 2, 'conv1d_1_act': 'gelu', 'pool_size_1': 4, 'pooling_type': 'flatten', 'num_dense_layers': 1, 'dense_0_units': 200, 'dense_0_dropout': 0.2, 'dense_0_act': 'silu', 'learning_rate': 0.0001006873684599854}",3165.4327392578125
1188352,4.533203125,1871540736,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'relu', 'pool_size_0': 4, 'conv1d_1_filters': 1024, 'conv1d_1_kernel_size': 7, 'conv1d_1_act': 'none', 'pool_size_1': 2, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.00015238073302520014}",3156.013671875
217750,0.8306503295898438,409739542,"{'num_conv_layers': 2, 'conv1d_0_filters': 64, 'conv1d_0_kernel_size': 4, 'conv1d_0_act': 'none', 'pool_size_0': 2, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 3, 'conv1d_1_act': 'relu', 'pool_size_1': 2, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 150, 'dense_0_dropout': 0.5, 'dense_0_act': 'elu', 'learning_rate': 0.0011417607104321794}",3141.1863708496094
8681010,33.11542510986328,1105762994,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 6, 'conv1d_0_act': 'elu', 'pool_size_0': 1, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 8, 'conv1d_1_act': 'relu', 'pool_size_1': 3, 'pooling_type': 'flatten', 'num_dense_layers': 1, 'dense_0_units': 50, 'dense_0_dropout': 0.4, 'dense_0_act': 'none', 'learning_rate': 0.007332601388215739}",3124.036895751953
409344,1.5615234375,774183424,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'gelu', 'pool_size_0': 4, 'conv1d_1_filters': 256, 'conv1d_1_kernel_size': 5, 'conv1d_1_act': 'relu', 'pool_size_1': 3, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.0072879006904463875}",3122.8916015625
537344,2.0498046875,1007719680,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'sigmoid', 'pool_size_0': 4, 'conv1d_1_filters': 256, 'conv1d_1_kernel_size': 7, 'conv1d_1_act': 'sigmoid', 'pool_size_1': 4, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.006346527415454012}",3114.4697265625
328036,1.2513580322265625,626955108,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 8, 'conv1d_0_act': 'relu', 'pool_size_0': 4, 'conv1d_1_filters': 256, 'conv1d_1_kernel_size': 4, 'conv1d_1_act': 'none', 'pool_size_1': 1, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 100, 'dense_0_dropout': 0.4, 'dense_0_act': 'relu', 'learning_rate': 0.0032064942563702027}",3080.1724243164062
220304,0.84039306640625,115261072,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'tanh', 'pool_size_0': 1, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 400, 'dense_0_dropout': 0.0, 'dense_0_act': 'sigmoid', 'learning_rate': 0.0005405573538323043}",3078.778564453125
217388,0.8292694091796875,810378972,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'gelu', 'pool_size_0': 1, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 6, 'conv1d_1_act': 'sigmoid', 'pool_size_1': 1, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 300, 'dense_0_dropout': 0.30000000000000004, 'dense_0_act': 'gelu', 'learning_rate': 0.00524374276440811}",3078.7203979492188
161324,0.6154022216796875,52695172,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 4, 'conv1d_0_act': 'sigmoid', 'pool_size_0': 1, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 300, 'dense_0_dropout': 0.4, 'dense_0_act': 'silu', 'learning_rate': 0.0019846020261229387}",3077.9274291992188
74621,0.2846565246582031,78115197,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 6, 'conv1d_0_act': 'tanh', 'pool_size_0': 1, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 125, 'dense_0_dropout': 0.4, 'dense_0_act': 'sigmoid', 'learning_rate': 0.0007085965079779013}",3076.348098754883
79104,0.3017578125,101670144,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 8, 'conv1d_0_act': 'relu', 'pool_size_0': 1, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.0007305485578940704}",3076.2333984375
79104,0.3017578125,101670144,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 8, 'conv1d_0_act': 'elu', 'pool_size_0': 1, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.00595310785890254}",3076.2333984375
66404,0.2533111572265625,117001572,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'silu', 'pool_size_0': 1, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 100, 'dense_0_dropout': 0.2, 'dense_0_act': 'elu', 'learning_rate': 0.001211042929392841}",3076.1860961914062
72960,0.2783203125,56614144,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 4, 'conv1d_0_act': 'gelu', 'pool_size_0': 1, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.0014803500548230385}",3076.1396484375
72960,0.2783203125,52518144,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 4, 'conv1d_0_act': 'elu', 'pool_size_0': 1, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.00017394754741963301}",3076.1396484375
71424,0.2724609375,42278144,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'silu', 'pool_size_0': 1, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.0013525770739008058}",3076.1162109375
69888,0.2666015625,32038144,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 2, 'conv1d_0_act': 'gelu', 'pool_size_0': 1, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.002026689210617837}",3076.0927734375
69888,0.2666015625,27942144,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 2, 'conv1d_0_act': 'elu', 'pool_size_0': 1, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.0002217644248502683}",3076.0927734375
69888,0.2666015625,29990144,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 2, 'conv1d_0_act': 'silu', 'pool_size_0': 1, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.0038934111417764424}",3076.0927734375
89691998,342.14781951904297,192597470,"{'num_conv_layers': 1, 'conv1d_0_filters': 64, 'conv1d_0_kernel_size': 4, 'conv1d_0_act': 'elu', 'pool_size_0': 1, 'pooling_type': 'flatten', 'num_dense_layers': 1, 'dense_0_units': 350, 'dense_0_dropout': 0.30000000000000004, 'dense_0_act': 'relu', 'learning_rate': 0.00030915618795875543}",3069.009735107422
159421,0.6081428527832031,491443581,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 2, 'conv1d_0_act': 'gelu', 'pool_size_0': 2, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 7, 'conv1d_1_act': 'silu', 'pool_size_1': 2, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 125, 'dense_0_dropout': 0.2, 'dense_0_act': 'elu', 'learning_rate': 0.0018427302038520111}",3046.296829223633
237509,0.9060249328613281,368475717,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 8, 'conv1d_0_act': 'gelu', 'pool_size_0': 3, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 3, 'conv1d_1_act': 'elu', 'pool_size_1': 2, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 325, 'dense_0_dropout': 0.2, 'dense_0_act': 'none', 'learning_rate': 0.003726292289370887}",3037.0899200439453
68357776,260.76422119140625,176290576,"{'num_conv_layers': 1, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 6, 'conv1d_0_act': 'silu', 'pool_size_0': 3, 'pooling_type': 'flatten', 'num_dense_layers': 1, 'dense_0_units': 400, 'dense_0_dropout': 0.0, 'dense_0_act': 'elu', 'learning_rate': 0.003772104584213781}",3034.976806640625
79360,0.302734375,298596224,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 8, 'conv1d_0_act': 'tanh', 'pool_size_0': 2, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 3, 'conv1d_1_act': 'elu', 'pool_size_1': 4, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.001914723237209389}",3029.26708984375
298134,1.1372909545898438,693928514,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 6, 'conv1d_0_act': 'gelu', 'pool_size_0': 3, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 7, 'conv1d_1_act': 'gelu', 'pool_size_1': 4, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 150, 'dense_0_dropout': 0.5, 'dense_0_act': 'silu', 'learning_rate': 0.000502040630462229}",3017.1048278808594
206336,0.787109375,234025344,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'elu', 'pool_size_0': 3, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 1, 'conv1d_1_act': 'sigmoid', 'pool_size_1': 4, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.0005175450982616924}",2994.603515625
455980,1.7394256591796875,148136364,"{'num_conv_layers': 2, 'conv1d_0_filters': 64, 'conv1d_0_kernel_size': 4, 'conv1d_0_act': 'sigmoid', 'pool_size_0': 4, 'conv1d_1_filters': 1024, 'conv1d_1_kernel_size': 1, 'conv1d_1_act': 'none', 'pool_size_1': 1, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 300, 'dense_0_dropout': 0.4, 'dense_0_act': 'tanh', 'learning_rate': 0.0001431400067078128}",2989.0294799804688
134912,0.5146484375,147559680,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 1, 'conv1d_0_act': 'elu', 'pool_size_0': 4, 'conv1d_1_filters': 256, 'conv1d_1_kernel_size': 1, 'conv1d_1_act': 'none', 'pool_size_1': 4, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.0024699331645125044}",2983.3291015625
7413248,28.279296875,418678016,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 4, 'conv1d_0_act': 'silu', 'pool_size_0': 3, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 8, 'conv1d_1_act': 'none', 'pool_size_1': 3, 'pooling_type': 'flatten', 'num_dense_layers': 0, 'learning_rate': 0.0020593123983159065}",2965.70458984375
299049,1.1407814025878906,1076713897,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 4, 'conv1d_0_act': 'tanh', 'pool_size_0': 1, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 8, 'conv1d_1_act': 'tanh', 'pool_size_1': 2, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 425, 'dense_0_dropout': 0.4, 'dense_0_act': 'elu', 'learning_rate': 0.007455362658895765}",2955.1495513916016
334080,1.2744140625,630373376,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'sigmoid', 'pool_size_0': 4, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 9, 'conv1d_1_act': 'elu', 'pool_size_1': 1, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.00012847993798897344}",2955.05859375
167424,0.638671875,1072356608,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'gelu', 'pool_size_0': 1, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 8, 'conv1d_1_act': 'elu', 'pool_size_1': 2, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.0001620167780282589}",2952.5185546875
134400,0.5126953125,212581376,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 1, 'conv1d_0_act': 'sigmoid', 'pool_size_0': 4, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 3, 'conv1d_1_act': 'elu', 'pool_size_1': 1, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.0010232989568333365}",2952.01171875
277915,1.0601615905761719,387633755,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 6, 'conv1d_0_act': 'gelu', 'pool_size_0': 3, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 7, 'conv1d_1_act': 'silu', 'pool_size_1': 1, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 475, 'dense_0_dropout': 0.2, 'dense_0_act': 'tanh', 'learning_rate': 0.00040270778393859175}",2913.1175994873047
142024,0.541778564453125,264440424,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'elu', 'pool_size_0': 3, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 4, 'conv1d_1_act': 'relu', 'pool_size_1': 1, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 200, 'dense_0_dropout': 0.5, 'dense_0_act': 'gelu', 'learning_rate': 0.004784686455178302}",2910.6412353515625
8228663,31.38985824584961,343187767,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'tanh', 'pool_size_0': 4, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 8, 'conv1d_1_act': 'none', 'pool_size_1': 3, 'pooling_type': 'flatten', 'num_dense_layers': 1, 'dense_0_units': 375, 'dense_0_dropout': 0.30000000000000004, 'dense_0_act': 'relu', 'learning_rate': 0.0031303367794912555}",2909.3211517333984
52224,0.19921875,105390016,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 1, 'conv1d_0_act': 'silu', 'pool_size_0': 3, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 2, 'conv1d_1_act': 'silu', 'pool_size_1': 1, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.0048119440551403735}",2908.97802734375
854697,3.2604103088378906,1061682601,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 1, 'conv1d_0_act': 'silu', 'pool_size_0': 4, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 8, 'conv1d_1_act': 'gelu', 'pool_size_1': 1, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 425, 'dense_0_dropout': 0.5, 'dense_0_act': 'none', 'learning_rate': 0.008954422822129306}",2901.0992584228516
92672,0.353515625,252340480,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 6, 'conv1d_0_act': 'sigmoid', 'pool_size_0': 3, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 4, 'conv1d_1_act': 'gelu', 'pool_size_1': 3, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.00022488469011147313}",2881.81396484375
21870848,83.4306640625,285762368,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'relu', 'pool_size_0': 1, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 3, 'conv1d_1_act': 'relu', 'pool_size_1': 3, 'pooling_type': 'flatten', 'num_dense_layers': 0, 'learning_rate': 0.0001960162029090828}",2866.93798828125
337152,1.2861328125,659045376,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'gelu', 'pool_size_0': 4, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 9, 'conv1d_1_act': 'none', 'pool_size_1': 2, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.00013639752980609693}",2861.35546875
788730,3.0087661743164062,1610394234,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'none', 'pool_size_0': 3, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 9, 'conv1d_1_act': 'gelu', 'pool_size_1': 2, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 250, 'dense_0_dropout': 0.5, 'dense_0_act': 'relu', 'learning_rate': 0.0034814230010858645}",2837.1063537597656
121313,0.4627723693847656,40841697,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'elu', 'pool_size_0': 2, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 225, 'dense_0_dropout': 0.2, 'dense_0_act': 'none', 'learning_rate': 0.0011746537320986982}",2827.097183227539
120317,0.4589729309082031,571651197,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'none', 'pool_size_0': 1, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 4, 'conv1d_1_act': 'silu', 'pool_size_1': 1, 'pooling_type': 'max', 'num_dense_layers': 1, 'dense_0_units': 125, 'dense_0_dropout': 0.30000000000000004, 'dense_0_act': 'sigmoid', 'learning_rate': 0.00029972816718620984}",2826.982864379883
82838,0.31600189208984375,40765122,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'elu', 'pool_size_0': 2, 'pooling_type': 'average', 'num_dense_layers': 1, 'dense_0_units': 150, 'dense_0_dropout': 0.4, 'dense_0_act': 'silu', 'learning_rate': 0.00013530511936808113}",2826.5101013183594
80640,0.3076171875,116006144,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'silu', 'pool_size_0': 2, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.0006322613255673226}",2826.2568359375
80640,0.3076171875,116006144,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'silu', 'pool_size_0': 2, 'pooling_type': 'max', 'num_dense_layers': 0, 'learning_rate': 0.005437278575586865}",2826.2568359375
79104,0.3017578125,102182144,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 8, 'conv1d_0_act': 'relu', 'pool_size_0': 2, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.0036510453266247918}",2826.2333984375
77568,0.2958984375,91942144,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'silu', 'pool_size_0': 2, 'pooling_type': 'average', 'num_dense_layers': 0, 'learning_rate': 0.00882263146966132}",2826.2099609375
