Parameter,Category,Fraction,Count
params_conv1d_0_act,swish,0.7241,21
params_conv1d_0_act,relu,0.2414,7
params_conv1d_0_act,tanh,0.0345,1
params_conv1d_1_act,relu,0.4138,12
params_conv1d_1_act,tanh,0.3793,11
params_conv1d_1_act,None,0.1034,3
params_conv1d_1_act,swish,0.1034,3
params_conv1d_2_act,tanh,0.5517,16
params_conv1d_2_act,swish,0.4138,12
params_conv1d_2_act,relu,0.0345,1
params_conv1d_3_act,relu,0.9286,26
params_conv1d_3_act,swish,0.0357,1
params_conv1d_3_act,tanh,0.0357,1
params_dense_0_act,tanh,0.6552,19
params_dense_0_act,swish,0.2759,8
params_dense_0_act,relu,0.069,2
params_dense_1_act,tanh,0.5172,15
params_dense_1_act,None,0.4828,14
params_dense_2_act,swish,0.8571,6
params_dense_2_act,relu,0.1429,1
params_se_0_se_act_expand,swish,0.5517,16
params_se_0_se_act_expand,relu,0.3793,11
params_se_0_se_act_expand,tanh,0.0345,1
params_se_0_se_act_expand,None,0.0345,1
params_se_0_se_act_reduce,None,0.5517,16
params_se_0_se_act_reduce,relu,0.2759,8
params_se_0_se_act_reduce,swish,0.1034,3
params_se_0_se_act_reduce,tanh,0.069,2
params_se_1_se_act_expand,None,0.5517,16
params_se_1_se_act_expand,relu,0.4483,13
params_se_1_se_act_reduce,swish,0.4828,14
params_se_1_se_act_reduce,tanh,0.4138,12
params_se_1_se_act_reduce,relu,0.1034,3
params_se_2_se_act_expand,None,0.4138,12
params_se_2_se_act_expand,relu,0.3103,9
params_se_2_se_act_expand,swish,0.2069,6
params_se_2_se_act_expand,tanh,0.069,2
params_se_2_se_act_reduce,swish,0.8966,26
params_se_2_se_act_reduce,None,0.1034,3
params_se_3_se_act_expand,swish,0.4643,13
params_se_3_se_act_expand,None,0.4286,12
params_se_3_se_act_expand,tanh,0.0714,2
params_se_3_se_act_expand,relu,0.0357,1
params_se_3_se_act_reduce,tanh,0.5,14
params_se_3_se_act_reduce,None,0.2857,8
params_se_3_se_act_reduce,relu,0.1429,4
params_se_3_se_act_reduce,swish,0.0714,2
