param_count,model_size_mb,training_memory_mb,params
307568844,146.66025352478027,4621.968154907227,"{'num_conv_layers': 1, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'relu', 'pool_size_0': 1, 'use_cnn_as_dense': False, 'num_dense_layers': 3, 'pooling_type': 'flatten', 'dense_0_units': 600, 'dense_0_dropout': 0.2, 'dense_0_act': 'none', 'dense_1_units': 350, 'dense_1_dropout': 0.2, 'dense_1_act': 'tanh', 'dense_2_units': 250, 'dense_2_dropout': 0.0, 'dense_2_act': 'elu', 'optimizer': 'adam'}"
308887384,147.28898239135742,4621.412139892578,"{'num_conv_layers': 3, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'tanh', 'pool_size_0': 1, 'conv1d_1_filters': 256, 'conv1d_1_kernel_size': 7, 'conv1d_1_act': 'silu', 'pool_size_1': 2, 'conv1d_2_filters': 256, 'conv1d_2_kernel_size': 9, 'conv1d_2_act': 'sigmoid', 'pool_size_2': 1, 'use_cnn_as_dense': False, 'num_dense_layers': 1, 'pooling_type': 'flatten', 'dense_0_units': 600, 'dense_0_dropout': 0.4, 'dense_0_act': 'silu', 'optimizer': 'lion'}"
309624002,147.6402292251587,4616.818626403809,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'elu', 'pool_size_0': 1, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 9, 'conv1d_1_act': 'sigmoid', 'pool_size_1': 3, 'use_cnn_as_dense': False, 'num_dense_layers': 1, 'pooling_type': 'flatten', 'dense_0_units': 450, 'dense_0_dropout': 0.2, 'dense_0_act': 'silu', 'optimizer': 'adam'}"
308073200,146.90074920654297,4614.052062988281,"{'num_conv_layers': 3, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'gelu', 'pool_size_0': 1, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 7, 'conv1d_1_act': 'gelu', 'pool_size_1': 1, 'conv1d_2_filters': 512, 'conv1d_2_kernel_size': 7, 'conv1d_2_act': 'relu', 'pool_size_2': 4, 'use_cnn_as_dense': False, 'num_dense_layers': 2, 'pooling_type': 'flatten', 'dense_0_units': 600, 'dense_0_dropout': 0.2, 'dense_0_act': 'elu', 'dense_1_units': 600, 'dense_1_dropout': 0.0, 'dense_1_act': 'tanh', 'optimizer': 'lion'}"
307826758,146.78323650360107,4611.874336242676,"{'num_conv_layers': 3, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'elu', 'pool_size_0': 1, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 7, 'conv1d_1_act': 'gelu', 'pool_size_1': 1, 'conv1d_2_filters': 512, 'conv1d_2_kernel_size': 7, 'conv1d_2_act': 'sigmoid', 'pool_size_2': 3, 'use_cnn_as_dense': False, 'num_dense_layers': 2, 'pooling_type': 'flatten', 'dense_0_units': 450, 'dense_0_dropout': 0.0, 'dense_0_act': 'elu', 'dense_1_units': 300, 'dense_1_dropout': 0.0, 'dense_1_act': 'gelu', 'optimizer': 'adam'}"
307764268,146.75343894958496,4608.564956665039,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'elu', 'pool_size_0': 1, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 3, 'conv1d_1_act': 'silu', 'pool_size_1': 1, 'use_cnn_as_dense': True, 'num_dense_layers': 1, 'pooling_type': 'flatten', 'cnn_dense_0_filters': 300, 'cnn_dense_0_act': 'none', 'optimizer': 'adam'}"
308564824,147.13517379760742,4606.007843017578,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'silu', 'pool_size_0': 1, 'conv1d_1_filters': 256, 'conv1d_1_kernel_size': 9, 'conv1d_1_act': 'elu', 'pool_size_1': 2, 'use_cnn_as_dense': True, 'num_dense_layers': 1, 'pooling_type': 'flatten', 'cnn_dense_0_filters': 600, 'cnn_dense_0_act': 'tanh', 'optimizer': 'lion'}"
307518682,146.6363344192505,4605.766166687012,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'silu', 'pool_size_0': 1, 'use_cnn_as_dense': False, 'num_dense_layers': 2, 'pooling_type': 'flatten', 'dense_0_units': 300, 'dense_0_dropout': 0.0, 'dense_0_act': 'gelu', 'dense_1_units': 550, 'dense_1_dropout': 0.2, 'dense_1_act': 'elu', 'optimizer': 'lion'}"
307642570,146.69540882110596,4599.368522644043,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'none', 'pool_size_0': 1, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 3, 'conv1d_1_act': 'sigmoid', 'pool_size_1': 2, 'use_cnn_as_dense': True, 'num_dense_layers': 2, 'pooling_type': 'flatten', 'cnn_dense_0_filters': 450, 'cnn_dense_0_act': 'relu', 'cnn_dense_1_filters': 600, 'cnn_dense_1_act': 'elu', 'optimizer': 'rmsprop'}"
307345438,146.55372524261475,4595.971046447754,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'relu', 'pool_size_0': 1, 'use_cnn_as_dense': True, 'num_dense_layers': 2, 'pooling_type': 'flatten', 'cnn_dense_0_filters': 250, 'cnn_dense_0_act': 'tanh', 'cnn_dense_1_filters': 300, 'cnn_dense_1_act': 'silu', 'optimizer': 'rmsprop'}"
307659354,146.70341205596924,4595.654350280762,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'silu', 'pool_size_0': 2, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 3, 'conv1d_1_act': 'tanh', 'pool_size_1': 1, 'use_cnn_as_dense': True, 'num_dense_layers': 3, 'pooling_type': 'flatten', 'cnn_dense_0_filters': 300, 'cnn_dense_0_act': 'gelu', 'cnn_dense_1_filters': 350, 'cnn_dense_1_act': 'sigmoid', 'cnn_dense_2_filters': 600, 'cnn_dense_2_act': 'elu', 'optimizer': 'rmsprop'}"
307365976,146.56351852416992,4592.299835205078,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'relu', 'pool_size_0': 1, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 5, 'conv1d_1_act': 'tanh', 'pool_size_1': 2, 'use_cnn_as_dense': True, 'num_dense_layers': 1, 'pooling_type': 'flatten', 'cnn_dense_0_filters': 600, 'cnn_dense_0_act': 'tanh', 'optimizer': 'adamw'}"
307580930,146.66601657867432,4586.950218200684,"{'num_conv_layers': 1, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'relu', 'pool_size_0': 2, 'use_cnn_as_dense': True, 'num_dense_layers': 3, 'pooling_type': 'flatten', 'cnn_dense_0_filters': 250, 'cnn_dense_0_act': 'elu', 'cnn_dense_1_filters': 400, 'cnn_dense_1_act': 'none', 'cnn_dense_2_filters': 600, 'cnn_dense_2_act': 'silu', 'optimizer': 'lion'}"
307919058,146.82724857330322,4584.951622009277,"{'num_conv_layers': 1, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'tanh', 'pool_size_0': 4, 'use_cnn_as_dense': False, 'num_dense_layers': 3, 'pooling_type': 'flatten', 'dense_0_units': 600, 'dense_0_dropout': 0.4, 'dense_0_act': 'elu', 'dense_1_units': 450, 'dense_1_dropout': 0.0, 'dense_1_act': 'none', 'dense_2_units': 600, 'dense_2_dropout': 0.2, 'dense_2_act': 'relu', 'optimizer': 'adamw'}"
307365720,146.56339645385742,4572.759796142578,"{'num_conv_layers': 1, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'silu', 'pool_size_0': 4, 'use_cnn_as_dense': False, 'num_dense_layers': 1, 'pooling_type': 'flatten', 'dense_0_units': 600, 'dense_0_dropout': 0.4, 'dense_0_act': 'none', 'optimizer': 'lion'}"
282585890,134.74745273590088,4306.742088317871,"{'num_conv_layers': 3, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'tanh', 'pool_size_0': 2, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 3, 'conv1d_1_act': 'elu', 'pool_size_1': 2, 'conv1d_2_filters': 512, 'conv1d_2_kernel_size': 9, 'conv1d_2_act': 'silu', 'pool_size_2': 1, 'use_cnn_as_dense': False, 'num_dense_layers': 3, 'pooling_type': 'flatten', 'dense_0_units': 550, 'dense_0_dropout': 0.4, 'dense_0_act': 'silu', 'dense_1_units': 500, 'dense_1_dropout': 0.4, 'dense_1_act': 'sigmoid', 'dense_2_units': 400, 'dense_2_dropout': 0.0, 'dense_2_act': 'elu', 'optimizer': 'adam'}"
281936376,134.43774032592773,4305.185943603516,"{'num_conv_layers': 2, 'conv1d_0_filters': 64, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'tanh', 'pool_size_0': 1, 'conv1d_1_filters': 256, 'conv1d_1_kernel_size': 3, 'conv1d_1_act': 'gelu', 'pool_size_1': 2, 'use_cnn_as_dense': False, 'num_dense_layers': 2, 'pooling_type': 'flatten', 'dense_0_units': 550, 'dense_0_dropout': 0.0, 'dense_0_act': 'gelu', 'dense_1_units': 350, 'dense_1_dropout': 0.0, 'dense_1_act': 'silu', 'optimizer': 'lion'}"
281658918,134.305438041687,4298.108833312988,"{'num_conv_layers': 2, 'conv1d_0_filters': 64, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'none', 'pool_size_0': 1, 'conv1d_1_filters': 64, 'conv1d_1_kernel_size': 5, 'conv1d_1_act': 'tanh', 'pool_size_1': 2, 'use_cnn_as_dense': True, 'num_dense_layers': 1, 'pooling_type': 'flatten', 'cnn_dense_0_filters': 550, 'cnn_dense_0_act': 'tanh', 'optimizer': 'adam'}"
281895264,134.4181365966797,4293.0025634765625,"{'num_conv_layers': 1, 'conv1d_0_filters': 64, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'elu', 'pool_size_0': 2, 'use_cnn_as_dense': True, 'num_dense_layers': 3, 'pooling_type': 'flatten', 'cnn_dense_0_filters': 350, 'cnn_dense_0_act': 'relu', 'cnn_dense_1_filters': 300, 'cnn_dense_1_act': 'gelu', 'cnn_dense_2_filters': 550, 'cnn_dense_2_act': 'none', 'optimizer': 'adamw'}"
281753382,134.3504819869995,4283.561958312988,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'relu', 'pool_size_0': 2, 'use_cnn_as_dense': False, 'num_dense_layers': 1, 'pooling_type': 'flatten', 'dense_0_units': 550, 'dense_0_dropout': 0.0, 'dense_0_act': 'none', 'optimizer': 'lion'}"
281747238,134.3475522994995,4283.491645812988,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'none', 'pool_size_0': 2, 'use_cnn_as_dense': False, 'num_dense_layers': 1, 'pooling_type': 'flatten', 'dense_0_units': 550, 'dense_0_dropout': 0.0, 'dense_0_act': 'sigmoid', 'optimizer': 'adamw'}"
281860314,134.4014711380005,4282.826713562012,"{'num_conv_layers': 1, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'none', 'pool_size_0': 4, 'use_cnn_as_dense': False, 'num_dense_layers': 2, 'pooling_type': 'flatten', 'dense_0_units': 550, 'dense_0_dropout': 0.2, 'dense_0_act': 'tanh', 'dense_1_units': 300, 'dense_1_dropout': 0.0, 'dense_1_act': 'tanh', 'optimizer': 'lion'}"
264535296,126.1402587890625,4090.4052734375,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'sigmoid', 'pool_size_0': 2, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 9, 'conv1d_1_act': 'elu', 'pool_size_1': 1, 'use_cnn_as_dense': True, 'num_dense_layers': 0, 'pooling_type': 'flatten', 'optimizer': 'adam'}"
262347264,125.096923828125,4073.1865234375,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'relu', 'pool_size_0': 1, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 3, 'conv1d_1_act': 'silu', 'pool_size_1': 2, 'use_cnn_as_dense': False, 'num_dense_layers': 0, 'pooling_type': 'flatten', 'optimizer': 'adam'}"
262956288,125.3873291015625,4072.3349609375,"{'num_conv_layers': 2, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'tanh', 'pool_size_0': 2, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 3, 'conv1d_1_act': 'relu', 'pool_size_1': 1, 'use_cnn_as_dense': False, 'num_dense_layers': 0, 'pooling_type': 'flatten', 'optimizer': 'lion'}"
262740480,125.284423828125,4069.8740234375,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'tanh', 'pool_size_0': 2, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 9, 'conv1d_1_act': 'elu', 'pool_size_1': 1, 'use_cnn_as_dense': False, 'num_dense_layers': 0, 'pooling_type': 'flatten', 'optimizer': 'rmsprop'}"
262159104,125.0072021484375,4063.2294921875,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'gelu', 'pool_size_0': 1, 'use_cnn_as_dense': True, 'num_dense_layers': 0, 'pooling_type': 'flatten', 'optimizer': 'rmsprop'}"
262152960,125.0042724609375,4063.1591796875,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'gelu', 'pool_size_0': 1, 'use_cnn_as_dense': True, 'num_dense_layers': 0, 'pooling_type': 'flatten', 'optimizer': 'adamw'}"
262152960,125.0042724609375,4063.1591796875,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'sigmoid', 'pool_size_0': 1, 'use_cnn_as_dense': False, 'num_dense_layers': 0, 'pooling_type': 'flatten', 'optimizer': 'lion'}"
262173952,125.0142822265625,4055.5810546875,"{'num_conv_layers': 1, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'none', 'pool_size_0': 2, 'use_cnn_as_dense': False, 'num_dense_layers': 0, 'pooling_type': 'flatten', 'optimizer': 'rmsprop'}"
262161664,125.0084228515625,4055.4404296875,"{'num_conv_layers': 1, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'elu', 'pool_size_0': 2, 'use_cnn_as_dense': True, 'num_dense_layers': 0, 'pooling_type': 'flatten', 'optimizer': 'lion'}"
262161664,125.0084228515625,4055.4404296875,"{'num_conv_layers': 1, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'relu', 'pool_size_0': 2, 'use_cnn_as_dense': True, 'num_dense_layers': 0, 'pooling_type': 'flatten', 'optimizer': 'rmsprop'}"
262155520,125.0054931640625,4055.3701171875,"{'num_conv_layers': 1, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'silu', 'pool_size_0': 2, 'use_cnn_as_dense': False, 'num_dense_layers': 0, 'pooling_type': 'flatten', 'optimizer': 'lion'}"
256631140,122.37126350402832,4054.6544647216797,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'sigmoid', 'pool_size_0': 1, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 5, 'conv1d_1_act': 'none', 'pool_size_1': 1, 'use_cnn_as_dense': False, 'num_dense_layers': 3, 'pooling_type': 'flatten', 'dense_0_units': 500, 'dense_0_dropout': 0.0, 'dense_0_act': 'gelu', 'dense_1_units': 450, 'dense_1_dropout': 0.2, 'dense_1_act': 'relu', 'dense_2_units': 450, 'dense_2_dropout': 0.4, 'dense_2_act': 'relu', 'optimizer': 'lion'}"
256340404,122.23262977600098,4043.5147552490234,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'tanh', 'pool_size_0': 1, 'use_cnn_as_dense': False, 'num_dense_layers': 3, 'pooling_type': 'flatten', 'dense_0_units': 250, 'dense_0_dropout': 0.2, 'dense_0_act': 'gelu', 'dense_1_units': 450, 'dense_1_dropout': 0.4, 'dense_1_act': 'relu', 'dense_2_units': 300, 'dense_2_dropout': 0.4, 'dense_2_act': 'gelu', 'optimizer': 'rmsprop'}"
256398636,122.26039695739746,4036.368667602539,"{'num_conv_layers': 2, 'conv1d_0_filters': 128, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'elu', 'pool_size_0': 1, 'conv1d_1_filters': 128, 'conv1d_1_kernel_size': 3, 'conv1d_1_act': 'elu', 'pool_size_1': 1, 'use_cnn_as_dense': True, 'num_dense_layers': 3, 'pooling_type': 'flatten', 'cnn_dense_0_filters': 350, 'cnn_dense_0_act': 'silu', 'cnn_dense_1_filters': 500, 'cnn_dense_1_act': 'relu', 'cnn_dense_2_filters': 250, 'cnn_dense_2_act': 'relu', 'optimizer': 'lion'}"
256822874,122.46268939971924,4015.8213424682617,"{'num_conv_layers': 2, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'silu', 'pool_size_0': 1, 'conv1d_1_filters': 512, 'conv1d_1_kernel_size': 3, 'conv1d_1_act': 'elu', 'pool_size_1': 4, 'use_cnn_as_dense': False, 'num_dense_layers': 3, 'pooling_type': 'flatten', 'dense_0_units': 500, 'dense_0_dropout': 0.4, 'dense_0_act': 'none', 'dense_1_units': 350, 'dense_1_dropout': 0.0, 'dense_1_act': 'gelu', 'dense_2_units': 400, 'dense_2_dropout': 0.4, 'dense_2_act': 'relu', 'optimizer': 'adam'}"
256189732,122.1607837677002,4010.5404510498047,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'sigmoid', 'pool_size_0': 1, 'use_cnn_as_dense': True, 'num_dense_layers': 2, 'pooling_type': 'flatten', 'cnn_dense_0_filters': 350, 'cnn_dense_0_act': 'elu', 'cnn_dense_1_filters': 250, 'cnn_dense_1_act': 'elu', 'optimizer': 'adamw'}"
256478664,122.29855728149414,4002.1326599121094,"{'num_conv_layers': 1, 'conv1d_0_filters': 64, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'gelu', 'pool_size_0': 2, 'use_cnn_as_dense': True, 'num_dense_layers': 3, 'pooling_type': 'flatten', 'cnn_dense_0_filters': 400, 'cnn_dense_0_act': 'silu', 'cnn_dense_1_filters': 500, 'cnn_dense_1_act': 'silu', 'cnn_dense_2_filters': 500, 'cnn_dense_2_act': 'gelu', 'optimizer': 'rmsprop'}"
256020218,122.07995319366455,4000.792411804199,"{'num_conv_layers': 1, 'conv1d_0_filters': 64, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'relu', 'pool_size_0': 1, 'use_cnn_as_dense': True, 'num_dense_layers': 1, 'pooling_type': 'flatten', 'cnn_dense_0_filters': 250, 'cnn_dense_0_act': 'gelu', 'optimizer': 'adam'}"
256242704,122.18604278564453,3995.5216674804688,"{'num_conv_layers': 1, 'conv1d_0_filters': 256, 'conv1d_0_kernel_size': 9, 'conv1d_0_act': 'tanh', 'pool_size_0': 2, 'use_cnn_as_dense': True, 'num_dense_layers': 2, 'pooling_type': 'flatten', 'cnn_dense_0_filters': 300, 'cnn_dense_0_act': 'elu', 'cnn_dense_1_filters': 500, 'cnn_dense_1_act': 'elu', 'optimizer': 'adamw'}"
256088058,122.11230182647705,3993.746025085449,"{'num_conv_layers': 1, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 7, 'conv1d_0_act': 'relu', 'pool_size_0': 2, 'use_cnn_as_dense': False, 'num_dense_layers': 1, 'pooling_type': 'flatten', 'dense_0_units': 250, 'dense_0_dropout': 0.4, 'dense_0_act': 'elu', 'optimizer': 'lion'}"
256034932,122.08696937561035,3989.2420501708984,"{'num_conv_layers': 1, 'conv1d_0_filters': 64, 'conv1d_0_kernel_size': 5, 'conv1d_0_act': 'silu', 'pool_size_0': 2, 'use_cnn_as_dense': True, 'num_dense_layers': 1, 'pooling_type': 'flatten', 'cnn_dense_0_filters': 500, 'cnn_dense_0_act': 'silu', 'optimizer': 'lion'}"
358887370,171.13083362579346,3816.7730255126953,"{'num_conv_layers': 1, 'conv1d_0_filters': 512, 'conv1d_0_kernel_size': 3, 'conv1d_0_act': 'silu', 'pool_size_0': 2, 'use_cnn_as_dense': False, 'num_dense_layers': 3, 'pooling_type': 'flatten', 'dense_0_units': 350, 'dense_0_dropout': 0.2, 'dense_0_act': 'tanh', 'dense_1_units': 550, 'dense_1_dropout': 0.4, 'dense_1_act': 'tanh', 'dense_2_units': 350, 'dense_2_dropout': 0.2, 'dense_2_act': 'sigmoid', 'optimizer': 'sgd'}"
