Parameter,Mean,Std,Median,Min (25% quantile),Max (75% quantile),Min (5% quantile),Max (95% quantile)
params_cnn_dense_0_filters,407.35,117.51,400.0,300.0,500.0,250.0,600.0
params_cnn_dense_1_filters,400.0,151.66,400.0,262.5,500.0,250.0,575.0
params_cnn_dense_2_filters,350.0,,350.0,350.0,350.0,350.0,350.0
params_conv1d_0_filters,85.57,63.96,64.0,64.0,64.0,64.0,256.0
params_conv1d_0_kernel_size,5.77,1.87,7.0,3.0,7.0,3.0,7.0
params_conv1d_1_filters,132.96,144.05,64.0,64.0,128.0,64.0,512.0
params_conv1d_1_kernel_size,4.16,1.27,5.0,3.0,5.0,3.0,5.0
params_conv1d_2_filters,265.86,103.49,256.0,256.0,256.0,64.0,512.0
params_conv1d_2_kernel_size,3.27,1.13,3.0,3.0,3.0,3.0,5.0
params_conv1d_3_filters,138.67,62.92,128.0,128.0,128.0,80.0,224.0
params_conv1d_3_kernel_size,7.0,2.53,8.0,5.5,9.0,3.5,9.0
params_dense_0_dropout,0.18,7.42e-02,0.2,0.2,0.2,0.0,0.2
params_dense_0_units,334.55,72.33,300.0,300.0,400.0,250.0,450.0
params_dense_1_dropout,0.13,0.16,0.1,0.0,0.2,0.0,0.35
params_dense_1_units,450.0,77.46,475.0,450.0,500.0,337.5,500.0
params_dense_2_dropout,0.3,0.14,0.3,0.25,0.35,0.21,0.39
params_dense_2_units,425.0,35.36,425.0,412.5,437.5,402.5,447.5
params_num_conv_layers,2.95,0.32,3.0,3.0,3.0,2.0,3.0
params_num_dense_layers,0.99,0.32,1.0,1.0,1.0,1.0,1.0
params_pool_size_0,1.69,0.71,2.0,1.0,2.0,1.0,3.0
params_pool_size_1,3.47,0.67,4.0,3.0,4.0,2.0,4.0
params_pool_size_2,1.08,0.37,1.0,1.0,1.0,1.0,1.0
params_pool_size_3,2.17,1.17,2.0,1.25,2.75,1.0,3.75
