Parameter,Mean,Std,Min,25%,Median,75%,Max
params_batch_size,66.77333333333333,13.052580399004013,64.0,64.0,64.0,64.0,128.0
params_conv1d_0_filters,146.98666666666668,82.47954943989599,64.0,128.0,128.0,128.0,512.0
params_conv1d_0_kernel_size,2.183333333333333,0.671733808827546,2.0,2.0,2.0,2.0,6.0
params_conv1d_1_filters,127.78666666666666,147.35285553960082,64.0,64.0,64.0,64.0,512.0
params_conv1d_1_kernel_size,4.833333333333333,0.6834563611141389,2.0,5.0,5.0,5.0,6.0
params_conv1d_2_filters,258.9866666666667,74.88416800375276,64.0,256.0,256.0,256.0,512.0
params_conv1d_2_kernel_size,4.783333333333333,0.7057259045811473,2.0,5.0,5.0,5.0,6.0
params_conv1d_3_filters,250.66666666666666,75.57340816912087,64.0,256.0,256.0,256.0,512.0
params_conv1d_3_kernel_size,3.03,0.44319454495996924,2.0,3.0,3.0,3.0,6.0
params_dense_2_units,242.83333333333334,14.617951426307833,200.0,240.0,240.0,250.0,300.0
params_lr,5.855039626234254e-05,8.221222073171184e-05,1.023512351311135e-06,3.887894501687823e-05,4.726671737076936e-05,5.73897870837105e-05,0.0008930709973452211
params_pool_size_0,3.9833333333333334,0.2886751345948129,2.0,4.0,4.0,4.0,5.0
params_pool_size_1,2.183333333333333,0.5514246270221439,2.0,2.0,2.0,2.0,5.0
params_pool_size_2,3.9633333333333334,0.3092588327615327,2.0,4.0,4.0,4.0,5.0
params_pool_size_3,4.87,0.45510849895315947,2.0,5.0,5.0,5.0,5.0
