"Parameter","Category","Fraction","Count"
params_cnn3d_activation_layer_0,relu,0.7050592034445641,655
params_cnn3d_activation_layer_0,tanh,0.2518837459634015,234
params_cnn3d_activation_layer_0,sigmoid,0.04305705059203445,40
params_cnn3d_activation_layer_1,sigmoid,0.7166666666666667,258
params_cnn3d_activation_layer_1,relu,0.18333333333333332,66
params_cnn3d_activation_layer_1,tanh,0.1,36
params_cnn3d_activation_layer_2,tanh,0.6366459627329193,205
params_cnn3d_activation_layer_2,relu,0.2608695652173913,84
params_cnn3d_activation_layer_2,sigmoid,0.10248447204968944,33
params_optimizer,AdamW,0.9490616621983914,354
params_optimizer,SGD,0.05093833780160858,19
