"Parameter","Category","Fraction","Count"
params_conv1d_0_act,relu,0.6886,199
params_conv1d_0_act,swish,0.2491,72
params_conv1d_0_act,tanh,0.0623,18
params_conv1d_1_act,tanh,0.7855,227
params_conv1d_1_act,swish,0.128,37
params_conv1d_1_act,relu,0.0865,25
params_conv1d_2_act,swish,0.7785,225
params_conv1d_2_act,relu,0.1315,38
params_conv1d_2_act,tanh,0.09,26
params_conv1d_3_act,tanh,0.872,252
params_conv1d_3_act,swish,0.0865,25
params_conv1d_3_act,relu,0.0415,12
params_dense_0_act,swish,0.7317,210
params_dense_0_act,relu,0.1847,53
params_dense_0_act,tanh,0.0836,24
params_dense_1_act,tanh,0.8989,249
params_dense_1_act,relu,0.065,18
params_dense_1_act,swish,0.0361,10
params_ffn_activation,swish,0.7889,228
params_ffn_activation,relu,0.1696,49
params_ffn_activation,tanh,0.0415,12
