Parameter,Category,Fraction,Count
params_cheb_0_act,none,0.6452,20
params_cheb_0_act,elu,0.2581,8
params_cheb_0_act,relu,0.0645,2
params_cheb_0_act,tanh,0.0323,1
params_cheb_1_act,tanh,0.8387,26
params_cheb_1_act,elu,0.1613,5
params_cheb_2_act,elu,1.0,31
params_dense_0_act,tanh,0.9355,29
params_dense_0_act,gelu,0.0323,1
params_dense_0_act,elu,0.0323,1
params_dense_1_act,relu,0.7097,22
params_dense_1_act,tanh,0.2903,9
params_dense_2_act,relu,0.9677,30
params_dense_2_act,silu,0.0323,1
params_dense_3_act,elu,0.8387,26
params_dense_3_act,none,0.129,4
params_dense_3_act,tanh,0.0323,1
