"Parameter","Category","Fraction","Count"
params_conv1d_0_act,relu,0.5,17
params_conv1d_0_act,swish,0.2353,8
params_conv1d_0_act,tanh,0.1471,5
params_conv1d_0_act,sigmoid,0.1176,4
params_conv1d_1_act,relu,0.5882,20
params_conv1d_1_act,swish,0.2941,10
params_conv1d_1_act,sigmoid,0.0882,3
params_conv1d_1_act,tanh,0.0294,1
params_conv1d_2_act,tanh,0.5588,19
params_conv1d_2_act,swish,0.2353,8
params_conv1d_2_act,relu,0.1176,4
params_conv1d_2_act,sigmoid,0.0882,3
params_conv1d_3_act,relu,0.5294,18
params_conv1d_3_act,swish,0.2941,10
params_conv1d_3_act,tanh,0.1471,5
params_conv1d_3_act,sigmoid,0.0294,1
params_dense_0_act,swish,0.7059,24
params_dense_0_act,sigmoid,0.1765,6
params_dense_0_act,tanh,0.0882,3
params_dense_0_act,relu,0.0294,1
params_dense_1_act,tanh,0.7353,25
params_dense_1_act,relu,0.1176,4
params_dense_1_act,sigmoid,0.0882,3
params_dense_1_act,swish,0.0588,2
params_output_strategy,flatten,0.8235,28
params_output_strategy,global_average_pooling,0.1765,6
