Parameter,Category,Fraction,Count
params_conv1d_0_act,swish,0.6554,97
params_conv1d_0_act,relu,0.2703,40
params_conv1d_0_act,tanh,0.0541,8
params_conv1d_0_act,None,0.0203,3
params_conv1d_1_act,relu,0.5822,85
params_conv1d_1_act,tanh,0.2192,32
params_conv1d_1_act,None,0.1233,18
params_conv1d_1_act,swish,0.0753,11
params_conv1d_2_act,tanh,0.6475,90
params_conv1d_2_act,swish,0.2734,38
params_conv1d_2_act,None,0.0432,6
params_conv1d_2_act,relu,0.036,5
params_conv1d_3_act,relu,0.8772,100
params_conv1d_3_act,tanh,0.0614,7
params_conv1d_3_act,swish,0.0439,5
params_conv1d_3_act,None,0.0175,2
params_dense_0_act,tanh,0.4759,69
params_dense_0_act,swish,0.4414,64
params_dense_0_act,None,0.0414,6
params_dense_0_act,relu,0.0414,6
params_dense_1_act,None,0.5424,64
params_dense_1_act,tanh,0.3729,44
params_dense_1_act,swish,0.0678,8
params_dense_1_act,relu,0.0169,2
params_dense_2_act,swish,0.5517,16
params_dense_2_act,relu,0.2069,6
params_dense_2_act,None,0.1724,5
params_dense_2_act,tanh,0.069,2
params_se_0_se_act_expand,swish,0.4527,67
params_se_0_se_act_expand,relu,0.3446,51
params_se_0_se_act_expand,tanh,0.1419,21
params_se_0_se_act_expand,None,0.0608,9
params_se_0_se_act_reduce,None,0.473,70
params_se_0_se_act_reduce,relu,0.277,41
params_se_0_se_act_reduce,swish,0.1554,23
params_se_0_se_act_reduce,tanh,0.0946,14
params_se_1_se_act_expand,None,0.6507,95
params_se_1_se_act_expand,relu,0.2671,39
params_se_1_se_act_expand,tanh,0.0548,8
params_se_1_se_act_expand,swish,0.0274,4
params_se_1_se_act_reduce,swish,0.5959,87
params_se_1_se_act_reduce,tanh,0.2808,41
params_se_1_se_act_reduce,relu,0.0959,14
params_se_1_se_act_reduce,None,0.0274,4
params_se_2_se_act_expand,None,0.4964,69
params_se_2_se_act_expand,swish,0.2086,29
params_se_2_se_act_expand,relu,0.2086,29
params_se_2_se_act_expand,tanh,0.0863,12
params_se_2_se_act_reduce,swish,0.8129,113
params_se_2_se_act_reduce,None,0.0791,11
params_se_2_se_act_reduce,tanh,0.0576,8
params_se_2_se_act_reduce,relu,0.0504,7
params_se_3_se_act_expand,swish,0.6579,75
params_se_3_se_act_expand,None,0.2544,29
params_se_3_se_act_expand,tanh,0.0614,7
params_se_3_se_act_expand,relu,0.0263,3
params_se_3_se_act_reduce,tanh,0.7018,80
params_se_3_se_act_reduce,None,0.1404,16
params_se_3_se_act_reduce,relu,0.114,13
params_se_3_se_act_reduce,swish,0.0439,5
