Parameter,Category,Fraction,Count
params_cnn_dense_0_act,elu,0.3333,4
params_cnn_dense_0_act,tanh,0.25,3
params_cnn_dense_0_act,silu,0.1667,2
params_cnn_dense_0_act,gelu,0.0833,1
params_cnn_dense_0_act,none,0.0833,1
params_cnn_dense_0_act,relu,0.0833,1
params_cnn_dense_1_act,none,0.25,3
params_cnn_dense_1_act,gelu,0.25,3
params_cnn_dense_1_act,silu,0.1667,2
params_cnn_dense_1_act,relu,0.1667,2
params_cnn_dense_1_act,tanh,0.0833,1
params_cnn_dense_1_act,sigmoid,0.0833,1
params_cnn_dense_2_act,gelu,0.5,1
params_cnn_dense_2_act,tanh,0.5,1
params_conv1d_0_act,gelu,0.3214,18
params_conv1d_0_act,none,0.25,14
params_conv1d_0_act,relu,0.1607,9
params_conv1d_0_act,elu,0.0893,5
params_conv1d_0_act,silu,0.0714,4
params_conv1d_0_act,tanh,0.0536,3
params_conv1d_0_act,sigmoid,0.0536,3
params_conv1d_1_act,silu,0.2857,16
params_conv1d_1_act,elu,0.2857,16
params_conv1d_1_act,tanh,0.1786,10
params_conv1d_1_act,sigmoid,0.0893,5
params_conv1d_1_act,relu,0.0893,5
params_conv1d_1_act,gelu,0.0357,2
params_conv1d_1_act,none,0.0357,2
params_conv1d_2_act,gelu,0.2545,14
params_conv1d_2_act,relu,0.2364,13
params_conv1d_2_act,silu,0.2,11
params_conv1d_2_act,tanh,0.1455,8
params_conv1d_2_act,sigmoid,0.1091,6
params_conv1d_2_act,none,0.0364,2
params_conv1d_2_act,elu,0.0182,1
params_conv1d_3_act,gelu,0.3333,17
params_conv1d_3_act,relu,0.2745,14
params_conv1d_3_act,elu,0.1569,8
params_conv1d_3_act,silu,0.1569,8
params_conv1d_3_act,sigmoid,0.0392,2
params_conv1d_3_act,none,0.0392,2
params_dense_0_act,sigmoid,0.3333,13
params_dense_0_act,tanh,0.1795,7
params_dense_0_act,elu,0.1538,6
params_dense_0_act,relu,0.1026,4
params_dense_0_act,none,0.1026,4
params_dense_0_act,gelu,0.0769,3
params_dense_0_act,silu,0.0513,2
params_dense_1_act,none,0.4054,15
params_dense_1_act,gelu,0.1892,7
params_dense_1_act,tanh,0.1351,5
params_dense_1_act,silu,0.1351,5
params_dense_1_act,elu,0.0811,3
params_dense_1_act,sigmoid,0.0541,2
params_dense_2_act,silu,0.75,15
params_dense_2_act,gelu,0.15,3
params_dense_2_act,relu,0.05,1
params_dense_2_act,none,0.05,1
params_optimizer,adamw,0.4286,24
params_optimizer,rmsprop,0.2679,15
params_optimizer,lion,0.2143,12
params_optimizer,adam,0.0893,5
params_pooling_type,flatten,0.9286,52
params_pooling_type,max,0.0536,3
params_pooling_type,average,0.0179,1
