Parameter,Category,Fraction,Count
params_conv1d_0_act,tanh,0.3482,86
params_conv1d_0_act,relu,0.2753,68
params_conv1d_0_act,gelu,0.1417,35
params_conv1d_0_act,sigmoid,0.1174,29
params_conv1d_0_act,silu,0.085,21
params_conv1d_0_act,none,0.0202,5
params_conv1d_0_act,elu,0.0121,3
params_conv1d_1_act,tanh,0.5514,134
params_conv1d_1_act,sigmoid,0.2716,66
params_conv1d_1_act,silu,0.1235,30
params_conv1d_1_act,gelu,0.0288,7
params_conv1d_1_act,elu,0.0165,4
params_conv1d_1_act,none,0.0041,1
params_conv1d_1_act,relu,0.0041,1
params_dense_0_act,gelu,0.7195,59
params_dense_0_act,elu,0.2439,20
params_dense_0_act,relu,0.0244,2
params_dense_0_act,silu,0.0122,1
params_pooling_type,attn,0.4737,117
params_pooling_type,max,0.4372,108
params_pooling_type,max_avg,0.0648,16
params_pooling_type,stats,0.0121,3
params_pooling_type,cls,0.0081,2
params_pooling_type,average,0.004,1
