Parameter,Category,Fraction,Count
params_cnn_dense_0_act,elu,0.4333,13
params_cnn_dense_0_act,sigmoid,0.2667,8
params_cnn_dense_0_act,tanh,0.1333,4
params_cnn_dense_0_act,silu,0.0667,2
params_cnn_dense_0_act,none,0.0667,2
params_cnn_dense_0_act,gelu,0.0333,1
params_cnn_dense_1_act,tanh,0.3667,11
params_cnn_dense_1_act,sigmoid,0.2667,8
params_cnn_dense_1_act,none,0.2333,7
params_cnn_dense_1_act,relu,0.1,3
params_cnn_dense_1_act,silu,0.0333,1
params_cnn_dense_2_act,none,0.2692,7
params_cnn_dense_2_act,gelu,0.2308,6
params_cnn_dense_2_act,tanh,0.2308,6
params_cnn_dense_2_act,silu,0.1154,3
params_cnn_dense_2_act,relu,0.0769,2
params_cnn_dense_2_act,elu,0.0769,2
params_conv1d_0_act,elu,0.3659,15
params_conv1d_0_act,gelu,0.1951,8
params_conv1d_0_act,tanh,0.1463,6
params_conv1d_0_act,sigmoid,0.122,5
params_conv1d_0_act,silu,0.0976,4
params_conv1d_0_act,relu,0.0488,2
params_conv1d_0_act,none,0.0244,1
params_conv1d_1_act,silu,0.5366,22
params_conv1d_1_act,relu,0.2439,10
params_conv1d_1_act,elu,0.0976,4
params_conv1d_1_act,tanh,0.0488,2
params_conv1d_1_act,none,0.0244,1
params_conv1d_1_act,gelu,0.0244,1
params_conv1d_1_act,sigmoid,0.0244,1
params_conv1d_2_act,gelu,0.5897,23
params_conv1d_2_act,elu,0.1538,6
params_conv1d_2_act,sigmoid,0.1282,5
params_conv1d_2_act,tanh,0.0769,3
params_conv1d_2_act,silu,0.0256,1
params_conv1d_2_act,relu,0.0256,1
params_conv1d_3_act,none,0.6053,23
params_conv1d_3_act,gelu,0.1842,7
params_conv1d_3_act,silu,0.0789,3
params_conv1d_3_act,elu,0.0526,2
params_conv1d_3_act,tanh,0.0263,1
params_conv1d_3_act,sigmoid,0.0263,1
params_conv1d_3_act,relu,0.0263,1
params_dense_0_act,none,0.375,3
params_dense_0_act,relu,0.25,2
params_dense_0_act,elu,0.125,1
params_dense_0_act,tanh,0.125,1
params_dense_0_act,silu,0.125,1
params_dense_1_act,none,0.5,4
params_dense_1_act,tanh,0.375,3
params_dense_1_act,relu,0.125,1
params_dense_2_act,tanh,0.3333,1
params_dense_2_act,silu,0.3333,1
params_dense_2_act,elu,0.3333,1
params_optimizer,rmsprop,0.5366,22
params_optimizer,lion,0.2927,12
params_optimizer,adam,0.0976,4
params_optimizer,adamw,0.0488,2
params_optimizer,sgd,0.0244,1
params_pooling_type,flatten,0.7317,30
params_pooling_type,max,0.2195,9
params_pooling_type,average,0.0488,2
