Parameter,Mean,Std,Min,25%,Median,75%,Max
params_batch_size,64.0,0.0,64.0,64.0,64.0,64.0,64.0
params_conv1d_0_filters,130.56,18.101933598375616,128.0,128.0,128.0,128.0,256.0
params_conv1d_0_kernel_size,2.32,0.5126959555693246,2.0,2.0,2.0,3.0,4.0
params_conv1d_1_filters,99.84,122.77328699680561,64.0,64.0,64.0,64.0,512.0
params_conv1d_1_kernel_size,3.98,0.377424137532083,3.0,4.0,4.0,4.0,5.0
params_conv1d_2_filters,158.72,63.65950239279255,64.0,128.0,128.0,256.0,256.0
params_conv1d_2_kernel_size,4.2,0.40406101782088427,4.0,4.0,4.0,4.0,5.0
params_conv1d_3_filters,244.48,40.249345285586536,64.0,256.0,256.0,256.0,256.0
params_conv1d_3_kernel_size,3.08,0.4444671196029727,3.0,3.0,3.0,3.0,6.0
params_dense_2_units,231.4,9.037337516534121,220.0,230.0,230.0,230.0,260.0
params_lr,4.422419505881318e-05,7.367316219056696e-06,3.31289572392699e-05,3.8820073741690174e-05,4.234133064164127e-05,4.9222187419826265e-05,6.111016995416016e-05
params_pool_size_0,2.0,0.0,2.0,2.0,2.0,2.0,2.0
params_pool_size_1,3.76,0.9806287029560292,3.0,3.0,3.0,5.0,5.0
params_pool_size_2,3.34,0.9171829096728299,2.0,2.0,4.0,4.0,4.0
params_pool_size_3,3.58,0.859283042389861,2.0,3.0,3.5,4.0,5.0
