Parameter,Mean,Std,Min,25%,Median,75%,Max
params_conv1d_layer_0_filters,52.57575757575758,22.484908173508195,10.0,30.0,60.0,60.0,100.0
params_conv1d_layer_0_kernel_size,2.5606060606060606,1.3488318350881698,1.0,2.0,2.0,3.0,5.0
params_conv1d_layer_1_filters,72.12121212121212,29.84653833890709,10.0,60.0,90.0,90.0,100.0
params_conv1d_layer_1_kernel_size,3.378787878787879,1.6803401808988332,1.0,2.0,3.5,5.0,5.0
params_conv1d_layer_2_filters,46.666666666666664,18.425177868535748,10.0,40.0,40.0,57.5,90.0
params_conv1d_layer_2_kernel_size,1.878787878787879,0.9529735086341635,1.0,1.0,2.0,2.0,5.0
params_conv1d_layer_3_filters,55.0,24.003204914216063,10.0,40.0,60.0,67.5,100.0
params_conv1d_layer_3_kernel_size,3.272727272727273,1.170738814009927,1.0,2.25,4.0,4.0,5.0
params_dense_as_conv1d_after_concat_filters,124.61538461538461,55.47001962252291,40.0,80.0,120.0,160.0,200.0
params_dense_as_conv1d_layer_0_filters,643.1818181818181,326.5067278887885,50.0,325.0,800.0,900.0,1000.0
params_dense_as_conv1d_layer_1_filters,377.1186440677966,224.8221584325435,50.0,250.0,300.0,450.0,1000.0
params_dense_as_conv1d_layer_2_filters,534.7826086956521,241.03240105323582,50.0,375.0,625.0,687.5,950.0
params_lr,0.00011158969386851055,0.00019450026468933817,1.045179327448853e-06,2.26661970785774e-05,3.671838970986643e-05,7.857677073997026e-05,0.0009951734311859177
params_max_dense_layers,2.590909090909091,0.6788513540084905,1.0,2.0,3.0,3.0,3.0
params_max_pool_size,16.875,11.412358892177856,5.0,10.0,15.0,20.0,40.0
params_max_pool_size_concat,2.769230769230769,0.7250110520819841,2.0,2.0,3.0,3.0,4.0
params_strides_layer_0,1.3484848484848484,0.4801417817021661,1.0,1.0,1.0,2.0,2.0
params_strides_layer_1,1.5757575757575757,0.4980147066288786,1.0,1.0,2.0,2.0,2.0
params_strides_layer_2,1.378787878787879,0.4888023515980042,1.0,1.0,1.0,2.0,2.0
params_strides_layer_3,1.0303030303030303,0.1727334068350122,1.0,1.0,1.0,1.0,2.0
