Parameter,Mean,Std,Min,25%,Median,75%,Max
params_conv1d_layer_0_filters,56.19335347432024,19.06953983789915,10.0,50.0,60.0,60.0,100.0
params_conv1d_layer_0_kernel_size,2.3836858006042294,1.193761439194137,1.0,2.0,2.0,2.0,5.0
params_conv1d_layer_1_filters,75.2870090634441,26.93694849756601,10.0,70.0,90.0,90.0,100.0
params_conv1d_layer_1_kernel_size,3.9697885196374623,1.4870123445070274,1.0,3.0,5.0,5.0,5.0
params_conv1d_layer_2_filters,42.53776435045317,15.941966528785182,10.0,30.0,40.0,50.0,100.0
params_conv1d_layer_2_kernel_size,1.957703927492447,0.9168586933604266,1.0,1.0,2.0,2.0,5.0
params_conv1d_layer_3_filters,58.00604229607251,20.924394051210342,10.0,50.0,60.0,65.0,100.0
params_conv1d_layer_3_kernel_size,3.3867069486404833,1.0538551314592939,1.0,3.0,4.0,4.0,5.0
params_dense_as_conv1d_after_concat_filters,127.17948717948718,52.00954962659909,40.0,90.0,140.0,170.0,200.0
params_dense_as_conv1d_layer_0_filters,644.7129909365559,339.6667160353503,50.0,250.0,850.0,925.0,1000.0
params_dense_as_conv1d_layer_1_filters,337.93650793650795,201.9740061013617,50.0,250.0,300.0,400.0,1000.0
params_dense_as_conv1d_layer_2_filters,561.1313868613139,204.96179640512364,50.0,500.0,600.0,700.0,1000.0
params_lr,0.00012155958849559522,0.00021898958658692972,1.045179327448853e-06,2.052189768189898e-05,2.939405230445211e-05,6.298642812197447e-05,0.0009993296017743276
params_max_dense_layers,2.7794561933534743,0.519032614479422,1.0,3.0,3.0,3.0,3.0
params_max_pool_size,14.950248756218905,9.810581656446825,5.0,10.0,15.0,15.0,40.0
params_max_pool_size_concat,3.1025641025641026,0.967766603954742,2.0,2.0,3.0,4.0,5.0
params_strides_layer_0,1.5619335347432024,0.49690058312340185,1.0,1.0,2.0,2.0,2.0
params_strides_layer_1,1.6918429003021147,0.4624309148429329,1.0,1.0,2.0,2.0,2.0
params_strides_layer_2,1.2628398791540785,0.44084261780998574,1.0,1.0,1.0,2.0,2.0
params_strides_layer_3,1.027190332326284,0.162883924175278,1.0,1.0,1.0,1.0,2.0
