Parameter,Category,Fraction,Count
params_conv1d_0_act,swish,0.8917,107
params_conv1d_0_act,relu,0.075,9
params_conv1d_0_act,tanh,0.0333,4
params_conv1d_1_act,swish,0.8,96
params_conv1d_1_act,relu,0.1667,20
params_conv1d_1_act,tanh,0.0333,4
params_conv1d_2_act,swish,0.925,111
params_conv1d_2_act,relu,0.05,6
params_conv1d_2_act,tanh,0.025,3
params_conv1d_3_act,relu,0.8167,98
params_conv1d_3_act,swish,0.1417,17
params_conv1d_3_act,tanh,0.0417,5
params_dense_0_act,swish,0.9,108
params_dense_0_act,tanh,0.0583,7
params_dense_0_act,relu,0.0417,5
params_dense_1_act,swish,0.8083,97
params_dense_1_act,tanh,0.15,18
params_dense_1_act,relu,0.0417,5
params_dense_2_act,tanh,0.9304,107
params_dense_2_act,relu,0.0435,5
params_dense_2_act,swish,0.0261,3
params_se_0_se_act_expand,tanh,0.8667,104
params_se_0_se_act_expand,relu,0.0833,10
params_se_0_se_act_expand,swish,0.05,6
params_se_0_se_act_reduce,tanh,0.5417,65
params_se_0_se_act_reduce,relu,0.325,39
params_se_0_se_act_reduce,swish,0.1333,16
params_se_1_se_act_expand,tanh,0.775,93
params_se_1_se_act_expand,relu,0.1833,22
params_se_1_se_act_expand,swish,0.0417,5
params_se_1_se_act_reduce,relu,0.8667,104
params_se_1_se_act_reduce,swish,0.1,12
params_se_1_se_act_reduce,tanh,0.0333,4
params_se_3_se_act_expand,relu,0.7083,85
params_se_3_se_act_expand,tanh,0.2667,32
params_se_3_se_act_expand,swish,0.025,3
params_se_3_se_act_reduce,relu,0.7833,94
params_se_3_se_act_reduce,tanh,0.1417,17
params_se_3_se_act_reduce,swish,0.075,9
