Parameter,Mean,Std,Min,25%,Median,75%,Max
params_batch_size,74.92682926829268,24.38072009180865,64.0,64.0,64.0,64.0,128.0
params_conv1d_0_filters,512.0,0.0,512.0,512.0,512.0,512.0,512.0
params_conv1d_0_kernel_size,3.1219512195121952,2.075995206536127,1.0,2.0,2.0,5.0,10.0
params_conv1d_1_filters,165.46341463414635,115.35599194688058,128.0,128.0,128.0,128.0,512.0
params_conv1d_1_kernel_size,4.902439024390244,0.8308091853362145,3.0,5.0,5.0,5.0,8.0
params_conv1d_2_filters,337.1707317073171,120.6059497784053,256.0,256.0,256.0,512.0,512.0
params_conv1d_2_kernel_size,4.829268292682927,0.9721738276766723,2.0,5.0,5.0,5.0,9.0
params_conv1d_3_filters,162.34146341463415,90.61997841428168,128.0,128.0,128.0,128.0,512.0
params_conv1d_3_kernel_size,3.073170731707317,1.489802736982971,1.0,2.0,3.0,3.0,9.0
params_dense_0_dropout,0.15853658536585366,0.12445000955423338,0.0,0.1,0.1,0.1,0.5
params_dense_0_units,253.65853658536585,17.28526794136782,200.0,250.0,250.0,250.0,300.0
params_dense_1_dropout,0.2121951219512195,0.08716398898403949,0.0,0.2,0.2,0.2,0.5
params_dense_1_units,246.34146341463415,23.426064283290913,150.0,250.0,250.0,250.0,300.0
params_lr,7.497134716891948e-05,9.313866370187277e-05,1.386824143393113e-06,3.498600924536623e-05,4.033880003105581e-05,5.4424815891275845e-05,0.0003880406087441847
params_pool_size_0,3.048780487804878,0.4975549975728875,2.0,3.0,3.0,3.0,5.0
params_pool_size_1,6.439024390243903,1.2051717821083616,3.0,7.0,7.0,7.0,7.0
params_pool_size_2,4.170731707317073,0.5432512781572743,3.0,4.0,4.0,4.0,6.0
params_pool_size_3,2.317073170731707,1.1278081483622096,2.0,2.0,2.0,2.0,7.0
