Parameter,Mean,Std,Min,25%,Median,75%,Max
params_conv1d_0_filters,404.28169014084506,106.58610787816386,32.0,352.0,432.0,432.0,512.0
params_conv1d_0_kernel_size,3.1802816901408453,1.1103798553879536,1.0,3.0,3.0,4.0,5.0
params_conv1d_1_filters,254.19718309859155,176.3109589031005,32.0,32.0,272.0,432.0,512.0
params_conv1d_1_kernel_size,2.0591549295774647,1.3631114151698345,1.0,1.0,1.0,3.0,5.0
params_conv1d_2_filters,399.08133971291863,143.43183212741624,32.0,352.0,432.0,512.0,512.0
params_conv1d_2_kernel_size,2.416267942583732,1.048773755106445,1.0,2.0,2.0,3.0,5.0
params_conv1d_3_filters,294.4,142.91288239351618,32.0,192.0,272.0,432.0,512.0
params_conv1d_3_kernel_size,3.5485714285714285,1.1329372436413045,1.0,3.0,4.0,4.0,5.0
params_conv1d_4_filters,226.7826086956522,149.9025872351831,32.0,112.0,192.0,352.0,512.0
params_conv1d_4_kernel_size,3.0,1.0922373625455004,1.0,2.0,3.0,4.0,5.0
params_conv1d_5_filters,327.48387096774195,141.6261231269962,32.0,272.0,352.0,432.0,512.0
params_conv1d_5_kernel_size,2.693548387096774,1.2359201745857924,1.0,2.0,3.0,3.75,5.0
params_conv1d_6_filters,356.1025641025641,131.0025702583922,32.0,272.0,352.0,432.0,512.0
params_conv1d_6_kernel_size,3.128205128205128,1.3412383747372227,1.0,2.0,3.0,4.0,5.0
params_conv1d_7_filters,264.3809523809524,155.7531624688488,32.0,112.0,272.0,352.0,512.0
params_conv1d_7_kernel_size,3.0,1.378404875209022,1.0,2.0,3.0,4.0,5.0
params_conv_layers,3.749295774647887,1.8705926158049833,2.0,2.0,3.0,5.0,8.0
params_dense_0_dropout,0.1772357723577236,0.1210923129935824,0.0,0.1,0.1,0.30000000000000004,0.5
params_dense_0_units,186.3821138211382,48.101936033879134,150.0,150.0,150.0,200.0,300.0
params_dense_1_dropout,0.3102564102564103,0.1481987338727474,0.0,0.2,0.30000000000000004,0.4,0.5
params_dense_1_units,252.13675213675214,54.29531414069091,150.0,200.0,250.0,300.0,300.0
params_dense_as_conv1d_after_concat_filters,143.5483870967742,49.16005222801146,50.0,100.0,150.0,200.0,200.0
params_dense_layers,1.028169014084507,0.802042431389403,0.0,0.0,1.0,2.0,2.0
params_lr,0.00015382199954738903,0.000158241600333704,1.0561296678049965e-06,2.6362121941042044e-05,0.00012463367527283333,0.00021788090691910508,0.0009382754342939375
params_pool_size_flatten,28.29145728643216,5.421196463688972,10.0,30.0,30.0,30.0,40.0
