Parameter,Category,Fraction,Count
params_conv1d_0_act,gelu,0.5263,20
params_conv1d_0_act,none,0.1053,4
params_conv1d_0_act,relu,0.1053,4
params_conv1d_0_act,tanh,0.0789,3
params_conv1d_0_act,elu,0.0789,3
params_conv1d_0_act,silu,0.0789,3
params_conv1d_0_act,sigmoid,0.0263,1
params_conv1d_1_act,gelu,0.6389,23
params_conv1d_1_act,silu,0.1111,4
params_conv1d_1_act,relu,0.0833,3
params_conv1d_1_act,elu,0.0556,2
params_conv1d_1_act,tanh,0.0556,2
params_conv1d_1_act,sigmoid,0.0278,1
params_conv1d_1_act,none,0.0278,1
params_dense_0_act,tanh,0.5517,16
params_dense_0_act,silu,0.2414,7
params_dense_0_act,gelu,0.1379,4
params_dense_0_act,elu,0.0345,1
params_dense_0_act,relu,0.0345,1
params_pooling_type,max,0.9474,36
params_pooling_type,average,0.0526,2
