epoch,train_loss,val_loss,test_loss_s009,test_acc_s009,test_loss_s009_full,test_acc_s009_full
1,4.400852680206299,5.01991081237793,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
2,3.1828041076660156,4.305349349975586,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
3,2.7489078044891357,3.1326487064361572,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
4,2.4717044830322266,2.409406900405884,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
5,2.255828857421875,2.240485906600952,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
6,2.0293588638305664,2.1003875732421875,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
7,1.8317978382110596,1.972605586051941,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
8,1.66429603099823,1.9055612087249756,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
9,1.5227022171020508,1.843398094177246,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
10,1.3966699838638306,1.805289387702942,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
11,1.2750022411346436,1.7856695652008057,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
12,1.1681885719299316,1.7735354900360107,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
13,1.0611883401870728,1.7439693212509155,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
14,0.9641308784484863,1.7484461069107056,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
15,0.870771586894989,1.7433205842971802,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
16,0.7884947061538696,1.7425312995910645,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
17,0.702728271484375,1.736749529838562,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
18,0.620635986328125,1.7378501892089844,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
19,0.5501171350479126,1.7281525135040283,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
20,0.4857683479785919,1.7459436655044556,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
21,0.4241452217102051,1.753122091293335,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
22,0.37350234389305115,1.760615587234497,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
23,0.328416645526886,1.7776789665222168,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
24,0.2854263484477997,1.7843599319458008,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
25,0.245701402425766,1.7931894063949585,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
26,0.21654373407363892,1.7970075607299805,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
27,0.18903961777687073,1.8062957525253296,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
28,0.16449247300624847,1.8073936700820923,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
29,0.14587001502513885,1.8155970573425293,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
30,0.13094650208950043,1.828741431236267,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
31,0.11387180536985397,1.8517361879348755,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
32,0.10352738946676254,1.8614587783813477,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
33,0.0921783372759819,1.879572868347168,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
34,0.08233973383903503,1.89727783203125,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
35,0.07617546617984772,1.9195618629455566,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
36,0.06917447596788406,1.9801028966903687,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
37,0.06433981657028198,1.9940838813781738,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
38,0.05704280734062195,1.9784365892410278,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
39,0.05183461308479309,1.9888348579406738,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
40,0.04774181544780731,1.9761359691619873,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
41,0.042403850704431534,1.9773178100585938,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
42,0.03779487684369087,1.985417127609253,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
43,0.034971918910741806,2.0113203525543213,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
44,0.031074082478880882,2.0440714359283447,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
45,0.028869295492768288,2.0482730865478516,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
46,0.027082310989499092,2.0418667793273926,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
47,0.025127029046416283,2.0724968910217285,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
48,0.024302074685692787,2.064289093017578,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
49,0.02206037938594818,2.0899453163146973,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
