epoch,train_loss,val_loss,test_loss_s009,test_acc_s009,test_loss_s009_full,test_acc_s009_full
50,0.02060062624514103,2.0785703659057617,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
51,0.018878113478422165,2.078725814819336,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
52,0.01717332750558853,2.102195978164673,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
53,0.016282008960843086,2.0921545028686523,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
54,0.01503872498869896,2.0855166912078857,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
55,0.014679105021059513,2.090789794921875,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
56,0.01369269099086523,2.0963072776794434,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
57,0.0129876509308815,2.0954835414886475,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
58,0.011885738000273705,2.108110189437866,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
59,0.0113852359354496,2.116800546646118,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
60,0.011155582964420319,2.1178054809570312,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
61,0.010258731432259083,2.1295859813690186,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
62,0.009447476826608181,2.1344611644744873,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
63,0.009712559171020985,2.1411519050598145,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
64,0.009054871276021004,2.1535274982452393,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
65,0.008549976162612438,2.1612460613250732,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
66,0.00799471978098154,2.1638360023498535,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
67,0.007981279864907265,2.174306631088257,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
68,0.007241749670356512,2.175081729888916,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
69,0.007067871745675802,2.180973529815674,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
70,0.006976624485105276,2.187220811843872,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
71,0.0063722203485667706,2.1941285133361816,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
72,0.006426079198718071,2.1954708099365234,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
73,0.006055707111954689,2.2000937461853027,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
74,0.005949216429144144,2.203777551651001,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
75,0.0057402970269322395,2.207390546798706,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
76,0.005260271951556206,2.208740234375,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
77,0.005243606399744749,2.2131500244140625,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
78,0.005184484180063009,2.2148849964141846,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
79,0.0051216306164860725,2.2205896377563477,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
80,0.005257568787783384,2.22127628326416,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
81,0.004913324024528265,2.2248995304107666,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
82,0.0046277279034256935,2.225003957748413,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
83,0.0045044925063848495,2.2329869270324707,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
84,0.004416096955537796,2.2311654090881348,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
85,0.004343227483332157,2.233290433883667,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
86,0.0042526619508862495,2.2345006465911865,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
87,0.004335412289947271,2.237586736679077,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
88,0.004235654138028622,2.2389578819274902,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
89,0.004113530740141869,2.2394561767578125,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
90,0.004134193062782288,2.240037441253662,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
91,0.0040112948045134544,2.243842124938965,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
92,0.004007149487733841,2.245072841644287,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
93,0.0038778798189014196,2.245960235595703,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
94,0.003863338381052017,2.247138738632202,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
95,0.00380644085817039,2.246657609939575,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
96,0.0038551671896129847,2.2469565868377686,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
97,0.0038000314962118864,2.2468602657318115,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
98,0.0037829740904271603,2.2468667030334473,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
99,0.0038395982701331377,2.246931314468384,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
100,0.003791661700233817,2.246922731399536,2.2377655506134033,0.5723735690116882,2.235325574874878,0.5735629796981812
