"Parameter","Category","Fraction","Count"
params_conv1d_0_act,relu,0.4,20
params_conv1d_0_act,swish,0.38,19
params_conv1d_0_act,sigmoid,0.12,6
params_conv1d_0_act,tanh,0.1,5
params_conv1d_1_act,swish,0.42,21
params_conv1d_1_act,relu,0.24,12
params_conv1d_1_act,sigmoid,0.2,10
params_conv1d_1_act,tanh,0.14,7
params_conv1d_2_act,relu,0.52,26
params_conv1d_2_act,swish,0.32,16
params_conv1d_2_act,tanh,0.1,5
params_conv1d_2_act,sigmoid,0.06,3
params_conv1d_3_act,swish,0.78,39
params_conv1d_3_act,tanh,0.12,6
params_conv1d_3_act,relu,0.1,5
params_dense_1_act,swish,0.48,24
params_dense_1_act,relu,0.24,12
params_dense_1_act,tanh,0.2,10
params_dense_1_act,sigmoid,0.08,4
params_dense_2_act,sigmoid,0.46,23
params_dense_2_act,tanh,0.34,17
params_dense_2_act,swish,0.14,7
params_dense_2_act,relu,0.06,3
