Parameter,Mean,Std,Median,Min (25% quantile),Max (75% quantile),Min (5% quantile),Max (95% quantile)
params_conv1d_0_filters,280.7,81.81,256,256,256,256,512
params_conv1d_0_kernel_size,2,0,2,2,2,2,2
params_conv1d_1_filters,460.35,107.8,512,512,512,256,512
params_conv1d_1_kernel_size,2,0,2,2,2,2,2
params_conv1d_2_filters,339.09,205.6,512,64,512,64,512
params_conv1d_2_kernel_size,4.05,0.23,4,4,4,4,4.2
params_conv1d_3_filters,231.3,50.96,256,256,256,128,256
params_conv1d_3_kernel_size,4,0,4,4,4,4,4
params_dense_0_dropout,7.02e-03,2.58e-02,0,0,0,0,0.1
params_dense_0_units,358.77,45.44,350,350,400,250,400
params_dense_1_dropout,0.39,4.51e-02,0.4,0.4,0.4,0.36,0.4
params_dense_1_units,300,0,300,300,300,300,300
params_lr,3.52e-05,2.30e-06,3.57e-05,3.33e-05,3.69e-05,3.18e-05,3.86e-05
params_num_dense_layers,2,0,2,2,2,2,2
params_pool_size_1,2,0,2,2,2,2,2
params_pool_size_2,3.25,0.43,3,3,3,3,4
params_pool_size_3,3.96,0.19,4,4,4,4,4
