Parameter,Category,Fraction,Count
params_conv2d_block_0_activation,relu,1.0,4
params_conv2d_block_0_kernel_size,3x5,0.75,3
params_conv2d_block_0_kernel_size,3x3,0.25,1
params_conv2d_block_0_normalization,none,1.0,4
params_conv2d_block_0_pool_size,1x2,0.75,3
params_conv2d_block_0_pool_size,2x4,0.25,1
params_conv2d_block_0_pooling,average_pool_2d,1.0,4
params_conv2d_block_1_activation,relu,0.75,3
params_conv2d_block_1_activation,swish,0.25,1
params_conv2d_block_1_kernel_size,1x5,0.75,3
params_conv2d_block_1_kernel_size,1x7,0.25,1
params_conv2d_block_1_normalization,batch_norm,1.0,4
params_conv2d_block_1_pool_size,2x2,1.0,4
params_conv2d_block_1_pooling,max_pool_2d,1.0,4
params_conv2d_block_2_activation,relu,0.75,3
params_conv2d_block_2_activation,gelu,0.25,1
params_conv2d_block_2_kernel_size,3x3,1.0,4
params_conv2d_block_2_normalization,none,1.0,4
params_conv2d_block_2_pool_size,1x2,1.0,4
params_conv2d_block_2_pooling,max_pool_2d,0.75,3
params_conv2d_block_2_pooling,average_pool_2d,0.25,1
params_conv2d_block_3_activation,swish,0.75,3
params_conv2d_block_3_activation,relu,0.25,1
params_conv2d_block_3_kernel_size,1x5,0.75,3
params_conv2d_block_3_kernel_size,5x5,0.25,1
params_conv2d_block_3_normalization,batch_norm,1.0,4
params_conv2d_block_3_pool_size,1x2,0.5,2
params_conv2d_block_3_pool_size,,0.25,1
params_conv2d_block_3_pool_size,2x4,0.25,1
params_conv2d_block_3_pooling,max_pool_2d,0.75,3
params_conv2d_block_3_pooling,none,0.25,1
params_global_pooling,concat_avg_max,0.75,3
params_global_pooling,max,0.25,1
