Parameter,Category,Fraction,Count
params_conv2d_0_act,silu,0.5588,152
params_conv2d_0_act,none,0.3456,94
params_conv2d_0_act,relu,0.0588,16
params_conv2d_0_act,tanh,0.0184,5
params_conv2d_0_act,sigmoid,0.0184,5
params_conv2d_0_norm,batch,0.9449,257
params_conv2d_0_norm,group,0.0368,10
params_conv2d_0_norm,layer,0.0184,5
params_conv2d_1_act,silu,0.5,136
params_conv2d_1_act,relu,0.3493,95
params_conv2d_1_act,elu,0.0809,22
params_conv2d_1_act,none,0.0699,19
params_conv2d_1_norm,group,0.9338,254
params_conv2d_1_norm,batch,0.0404,11
params_conv2d_1_norm,layer,0.0257,7
params_conv2d_2_act,silu,0.7316,199
params_conv2d_2_act,none,0.1765,48
params_conv2d_2_act,sigmoid,0.0662,18
params_conv2d_2_act,,0.0257,7
params_conv2d_2_norm,batch,0.8346,227
params_conv2d_2_norm,group,0.1066,29
params_conv2d_2_norm,layer,0.0331,9
params_conv2d_2_norm,,0.0257,7
params_coord_dense_0_act,none,0.7757,211
params_coord_dense_0_act,relu,0.2243,61
params_coord_dense_1_act,,0.9081,247
params_coord_dense_1_act,none,0.0478,13
params_coord_dense_1_act,relu,0.0441,12
params_fusion_dense_0_act,relu,0.8787,239
params_fusion_dense_0_act,elu,0.0662,18
params_fusion_dense_0_act,none,0.0551,15
params_output_head,softmax,0.6103,166
params_output_head,sigmoid,0.3897,106
