Parameter,Category,Fraction,Count
params_conv1d_0_act,tanh,0.4561,26
params_conv1d_0_act,none,0.1404,8
params_conv1d_0_act,relu,0.1404,8
params_conv1d_0_act,gelu,0.1228,7
params_conv1d_0_act,silu,0.1228,7
params_conv1d_0_act,elu,0.0175,1
params_conv1d_1_act,elu,0.35,7
params_conv1d_1_act,silu,0.35,7
params_conv1d_1_act,relu,0.15,3
params_conv1d_1_act,none,0.1,2
params_conv1d_1_act,tanh,0.05,1
params_dense_0_act,tanh,0.5094,27
params_dense_0_act,sigmoid,0.3396,18
params_dense_0_act,gelu,0.0943,5
params_dense_0_act,silu,0.0189,1
params_dense_0_act,elu,0.0189,1
params_dense_0_act,relu,0.0189,1
params_pooling_type,max,0.9123,52
params_pooling_type,flatten,0.0526,3
params_pooling_type,average,0.0351,2
