Parameter,Category,Fraction,Count
params_conv1d_0_act,relu,0.4694,23
params_conv1d_0_act,gelu,0.2245,11
params_conv1d_0_act,tanh,0.1224,6
params_conv1d_0_act,none,0.0816,4
params_conv1d_0_act,elu,0.0612,3
params_conv1d_0_act,sigmoid,0.0204,1
params_conv1d_0_act,silu,0.0204,1
params_conv1d_1_act,sigmoid,0.4889,22
params_conv1d_1_act,tanh,0.1778,8
params_conv1d_1_act,silu,0.1778,8
params_conv1d_1_act,gelu,0.0889,4
params_conv1d_1_act,elu,0.0444,2
params_conv1d_1_act,none,0.0222,1
params_dense_0_act,relu,0.5,1
params_dense_0_act,silu,0.5,1
params_pooling_type,attn,0.7959,39
params_pooling_type,max_avg,0.0612,3
params_pooling_type,stats,0.0612,3
params_pooling_type,cls,0.0408,2
params_pooling_type,max,0.0204,1
params_pooling_type,average,0.0204,1
