"Parameter","Category","Fraction","Count"
params_conv1d_0_act,relu,0.5,29
params_conv1d_0_act,swish,0.3966,23
params_conv1d_0_act,tanh,0.1034,6
params_conv1d_1_act,swish,0.8793,51
params_conv1d_1_act,tanh,0.0862,5
params_conv1d_1_act,relu,0.0345,2
params_conv1d_2_act,swish,0.6724,39
params_conv1d_2_act,relu,0.2931,17
params_conv1d_2_act,tanh,0.0345,2
params_conv1d_3_act,swish,0.6897,40
params_conv1d_3_act,tanh,0.1897,11
params_conv1d_3_act,relu,0.1207,7
params_dense_0_act,swish,0.875,49
params_dense_0_act,tanh,0.0714,4
params_dense_0_act,relu,0.0536,3
params_dense_1_act,tanh,0.5,1
params_dense_1_act,relu,0.5,1
params_ffn_activation,relu,0.3793,22
params_ffn_activation,tanh,0.3276,19
params_ffn_activation,swish,0.2931,17
