"Parameter","Mean","Std","Min","25%","Median","75%","Max"
params_batch_size,72.72727272727273,45.44251684999784,32,64,64,64,256
params_extra_decay_factor,0.45,0.2990726407487727,0.1,0.2,0.35000000000000003,0.75,0.9
params_extra_dropout_layer_0,0.20000000000000004,0.14142135623730953,0,0.125,0.2,0.275,0.4
params_extra_dropout_layer_1,0.35000000000000003,0.07071067811865474,0.30000000000000004,0.32500000000000007,0.35000000000000003,0.375,0.4
params_extra_layers,1.5,0.5270462766947299,1,1,1.5,2,2
params_extra_units_layer_0,288,157.49144597582293,64,144,288,432,512
params_learning_rate,0.0014345386554511237,0.0018405102788937662,0.00001703531998650362,0.00048779141839261434,0.0007938201096689378,0.001288796370105519,0.009934473239062939
params_lidar_filter_decay_factor,0.5593495934959348,0.22617941167387495,0.1,0.5,0.6,0.7000000000000001,0.9
params_lidar_filters_layer_0,88.26016260162602,18.38359401621578,16,80,80,96,128
params_lidar_kernel_decay_factor,0.5036585365853659,0.1606962823830322,0.1,0.4,0.6,0.6,0.9
params_lidar_kernel_height_0,1.1504065040650406,0.42105290447363947,1,1,1,1,3
params_lidar_kernel_height_1,1.0340425531914894,0.1817255794203875,1,1,1,1,2
params_lidar_kernel_height_2,1,0,1,1,1,1,1
params_lidar_kernel_width_0,2.0365853658536586,0.24470500113582885,1,2,2,2,3
params_lidar_kernel_width_1,1.025531914893617,0.15807074731452977,1,1,1,1,2
params_lidar_kernel_width_2,1,0,1,1,1,1,1
params_lidar_layers,1.9878048780487805,0.27821159642306575,1,2,2,2,3
params_pool_dim1,1.951219512195122,0.2158479637486881,1,2,2,2,2
params_pool_dim2,1.6910569105691058,0.6836884515543492,1,1,2,2,4
