"Parameter","Mean","Std","Min","25%","Median","75%","Max"
params_batch_size,67.47826086956522,34.5588756953704,32,64,64,64,256
params_extra_decay_factor,0.6016597510373444,0.2636232799816266,0.1,0.4,0.7000000000000001,0.9,0.9
params_extra_dropout_layer_0,0.3091286307053942,0.07245449757284834,0,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.5
params_extra_dropout_layer_1,0.2,0.21602468994692867,0,0.07500000000000001,0.15000000000000002,0.275,0.5
params_extra_layers,1.016597510373444,0.12802359740991479,1,1,1,1,2
params_extra_units_layer_0,221.8091286307054,42.08539037466033,32,208,240,256,256
params_filters_cnn_0,29.07246376811594,7.719291235631718,8,24,32,32,64
params_filters_cnn_1,50,14.389895444689335,8,48,56,56,64
params_filters_cnn_2,16.840579710144926,16.918734694495157,8,8,8,16,64
params_filters_cnn_3,55.79710144927536,8.394941698029056,8,56,56,64,64
params_kernel_height_cnn_0,2.880434782608696,1.65480495728056,1,2,3,3,10
params_kernel_height_cnn_1,8.597826086956522,2.197816019806252,1,8,9,10,10
params_kernel_height_cnn_2,7.456521739130435,1.6563687126521571,1,7,7,8,10
params_kernel_height_cnn_3,4.793478260869565,1.3950930381090134,1,4,5,5,10
params_kernel_width_cnn_0,5.3731884057971016,1.8216491970468542,1,4,5,6,10
params_kernel_width_cnn_1,6.427536231884058,2.7112900147599523,1,4,8,8,10
params_kernel_width_cnn_2,6.065217391304348,2.4648998408244593,2,4,6,8,10
params_kernel_width_cnn_3,3.996376811594203,1.7776351776361292,1,3,4,5,10
params_learning_rate,0.002332085356224884,0.0011243464524463198,0.00024364966398737127,0.0015068227452033891,0.002253419405148049,0.0029150843075741954,0.007698188154524137
params_pool_dim1_0,1.855072463768116,0.3526672320305498,1,2,2,2,2
params_pool_dim1_1,1.9528985507246377,0.2122406966323445,1,2,2,2,2
params_pool_dim1_2,1.039855072463768,0.1959739704691653,1,1,1,1,2
params_pool_dim1_3,1.8985507246376812,0.30247115739193786,1,2,2,2,2
params_pool_dim2_0,2.5615942028985508,0.7721349353359628,1,2,3,3,3
params_pool_dim2_1,1.9130434782608696,0.8942504092626422,1,1,2,3,3
params_pool_dim2_2,2.2644927536231885,0.5315227831788664,1,2,2,3,3
params_pool_dim2_3,2.6956521739130435,0.6780581434138244,1,3,3,3,3
