Parameter,Category,Fraction,Count
params_conv1d_0_act,gelu,0.697,46
params_conv1d_0_act,relu,0.1667,11
params_conv1d_0_act,silu,0.0758,5
params_conv1d_0_act,elu,0.0606,4
params_conv1d_1_act,elu,0.8065,50
params_conv1d_1_act,relu,0.129,8
params_conv1d_1_act,none,0.0323,2
params_conv1d_1_act,sigmoid,0.0161,1
params_conv1d_1_act,gelu,0.0161,1
params_dense_0_act,gelu,0.8438,54
params_dense_0_act,relu,0.0938,6
params_dense_0_act,elu,0.0312,2
params_dense_0_act,sigmoid,0.0156,1
params_dense_0_act,silu,0.0156,1
params_pooling_type,max,0.9242,61
params_pooling_type,average,0.0758,5
