Parameter,Category,Fraction,Count
params_cheb_0_act,relu,0.4118,14
params_cheb_0_act,gelu,0.2353,8
params_cheb_0_act,silu,0.0882,3
params_cheb_0_act,sigmoid,0.0882,3
params_cheb_0_act,tanh,0.0588,2
params_cheb_0_act,elu,0.0588,2
params_cheb_0_act,none,0.0588,2
params_cheb_1_act,relu,0.6061,20
params_cheb_1_act,none,0.1515,5
params_cheb_1_act,sigmoid,0.0909,3
params_cheb_1_act,gelu,0.0606,2
params_cheb_1_act,silu,0.0606,2
params_cheb_1_act,elu,0.0303,1
params_dense_0_act,gelu,0.6061,20
params_dense_0_act,silu,0.1515,5
params_dense_0_act,sigmoid,0.0909,3
params_dense_0_act,elu,0.0606,2
params_dense_0_act,none,0.0303,1
params_dense_0_act,relu,0.0303,1
params_dense_0_act,tanh,0.0303,1
params_optimizer,adam,0.7353,25
params_optimizer,adamw,0.0882,3
params_optimizer,sgd,0.0882,3
params_optimizer,rmsprop,0.0882,3
