Parameter,Category,Fraction,Count
params_conv1d_0_act,relu,0.5981,64
params_conv1d_0_act,swish,0.1869,20
params_conv1d_0_act,None,0.1776,19
params_conv1d_0_act,tanh,0.0374,4
params_conv1d_1_act,None,0.6095,64
params_conv1d_1_act,tanh,0.2286,24
params_conv1d_1_act,swish,0.1048,11
params_conv1d_1_act,relu,0.0571,6
params_conv1d_2_act,relu,0.466,48
params_conv1d_2_act,tanh,0.2136,22
params_conv1d_2_act,swish,0.165,17
params_conv1d_2_act,None,0.1553,16
params_conv1d_3_act,swish,0.5778,52
params_conv1d_3_act,None,0.1889,17
params_conv1d_3_act,tanh,0.1444,13
params_conv1d_3_act,relu,0.0889,8
params_dense_0_act,tanh,0.7843,80
params_dense_0_act,relu,0.1176,12
params_dense_0_act,None,0.0588,6
params_dense_0_act,swish,0.0392,4
params_dense_1_act,swish,0.6753,52
params_dense_1_act,tanh,0.2078,16
params_dense_1_act,relu,0.0649,5
params_dense_1_act,None,0.0519,4
params_dense_2_act,tanh,0.619,13
params_dense_2_act,None,0.1905,4
params_dense_2_act,swish,0.1429,3
params_dense_2_act,relu,0.0476,1
params_se_0_se_act_expand,relu,0.3458,37
params_se_0_se_act_expand,None,0.271,29
params_se_0_se_act_expand,tanh,0.2336,25
params_se_0_se_act_expand,swish,0.1495,16
params_se_0_se_act_reduce,swish,0.3364,36
params_se_0_se_act_reduce,relu,0.2617,28
params_se_0_se_act_reduce,tanh,0.2523,27
params_se_0_se_act_reduce,None,0.1495,16
params_se_1_se_act_expand,relu,0.4857,51
params_se_1_se_act_expand,None,0.2762,29
params_se_1_se_act_expand,tanh,0.1333,14
params_se_1_se_act_expand,swish,0.1048,11
params_se_1_se_act_reduce,relu,0.4286,45
params_se_1_se_act_reduce,None,0.2476,26
params_se_1_se_act_reduce,tanh,0.1714,18
params_se_1_se_act_reduce,swish,0.1524,16
params_se_2_se_act_expand,swish,0.2913,30
params_se_2_se_act_expand,None,0.2718,28
params_se_2_se_act_expand,relu,0.2233,23
params_se_2_se_act_expand,tanh,0.2136,22
params_se_2_se_act_reduce,relu,0.4854,50
params_se_2_se_act_reduce,tanh,0.1942,20
params_se_2_se_act_reduce,None,0.1748,18
params_se_2_se_act_reduce,swish,0.1456,15
params_se_3_se_act_expand,tanh,0.6889,62
params_se_3_se_act_expand,swish,0.1444,13
params_se_3_se_act_expand,None,0.1333,12
params_se_3_se_act_expand,relu,0.0333,3
params_se_3_se_act_reduce,relu,0.6556,59
params_se_3_se_act_reduce,tanh,0.2222,20
params_se_3_se_act_reduce,swish,0.0667,6
params_se_3_se_act_reduce,None,0.0556,5
