Parameter,Category,Fraction,Count
params_conv2d_0_act,elu,0.5417,104
params_conv2d_0_act,none,0.2812,54
params_conv2d_0_act,tanh,0.0573,11
params_conv2d_0_act,relu,0.0417,8
params_conv2d_0_act,silu,0.0312,6
params_conv2d_0_act,gelu,0.026,5
params_conv2d_0_act,sigmoid,0.0208,4
params_conv2d_1_act,none,0.5052,97
params_conv2d_1_act,relu,0.1927,37
params_conv2d_1_act,elu,0.1354,26
params_conv2d_1_act,sigmoid,0.0417,8
params_conv2d_1_act,tanh,0.0365,7
params_conv2d_1_act,silu,0.0365,7
params_conv2d_1_act,gelu,0.0312,6
params_conv2d_1_act,,0.0208,4
params_conv2d_2_act,gelu,0.3646,70
params_conv2d_2_act,relu,0.2083,40
params_conv2d_2_act,none,0.151,29
params_conv2d_2_act,elu,0.1042,20
params_conv2d_2_act,,0.0521,10
params_conv2d_2_act,silu,0.0469,9
params_conv2d_2_act,tanh,0.0469,9
params_conv2d_2_act,sigmoid,0.026,5
params_conv2d_3_act,,0.9896,190
params_conv2d_3_act,sigmoid,0.0052,1
params_conv2d_3_act,none,0.0052,1
params_conv2d_4_act,,1.0,192
params_coord_dense_0_act,elu,0.4062,78
params_coord_dense_0_act,tanh,0.3125,60
params_coord_dense_0_act,gelu,0.1094,21
params_coord_dense_0_act,none,0.0781,15
params_coord_dense_0_act,sigmoid,0.0417,8
params_coord_dense_0_act,relu,0.0312,6
params_coord_dense_0_act,silu,0.0208,4
params_coord_dense_1_act,,0.974,187
params_coord_dense_1_act,relu,0.0104,2
params_coord_dense_1_act,silu,0.0052,1
params_coord_dense_1_act,tanh,0.0052,1
params_coord_dense_1_act,none,0.0052,1
params_fusion_dense_0_act,none,0.474,91
params_fusion_dense_0_act,gelu,0.2083,40
params_fusion_dense_0_act,sigmoid,0.1354,26
params_fusion_dense_0_act,elu,0.1042,20
params_fusion_dense_0_act,silu,0.0417,8
params_fusion_dense_0_act,relu,0.0312,6
params_fusion_dense_0_act,tanh,0.0052,1
params_fusion_dense_1_act,,0.974,187
params_fusion_dense_1_act,gelu,0.0104,2
params_fusion_dense_1_act,elu,0.0052,1
params_fusion_dense_1_act,silu,0.0052,1
params_fusion_dense_1_act,tanh,0.0052,1
params_optimizer,adamw,0.6354,122
params_optimizer,rmsprop,0.2188,42
params_optimizer,sgd,0.0625,12
params_optimizer,adam,0.0469,9
params_optimizer,lion,0.0365,7
