Time: 2025-07-17 11:42:26 -03, PID: 217849, MEM: 0.19%, 0.12 GB, CPU: 49.00%
Time: 2025-07-17 11:42:29 -03, PID: 217849, MEM: 0.27%, 0.17 GB, CPU: 32.00%
Time: 2025-07-17 11:42:32 -03, PID: 217849, MEM: 0.74%, 0.46 GB, CPU: 37.00%
Time: 2025-07-17 11:42:35 -03, PID: 217849, MEM: 0.78%, 0.49 GB, CPU: 33.00%
Time: 2025-07-17 11:42:38 -03, PID: 217849, MEM: 0.84%, 0.53 GB, CPU: 30.00%
Time: 2025-07-17 11:42:41 -03, PID: 217849, MEM: 0.91%, 0.57 GB, CPU: 34.00%
Time: 2025-07-17 11:42:44 -03, PID: 217849, MEM: 0.97%, 0.61 GB, CPU: 38.00%
Time: 2025-07-17 11:42:47 -03, PID: 217849, MEM: 1.02%, 0.64 GB, CPU: 25.00%
Time: 2025-07-17 11:42:50 -03, PID: 217849, MEM: 4.44%, 2.77 GB, CPU: 67.00%
Time: 2025-07-17 11:42:53 -03, PID: 217849, MEM: 4.49%, 2.80 GB, CPU: 38.00%
Time: 2025-07-17 11:42:56 -03, PID: 217849, MEM: 4.57%, 2.85 GB, CPU: 43.00%
Time: 2025-07-17 11:42:59 -03, PID: 217849, MEM: 5.51%, 3.44 GB, CPU: 117.90%
Time: 2025-07-17 11:43:02 -03, PID: 217849, MEM: 6.03%, 3.76 GB, CPU: 137.90%
Time: 2025-07-17 11:43:05 -03, PID: 217849, MEM: 6.04%, 3.77 GB, CPU: 144.90%
Time: 2025-07-17 11:43:08 -03, PID: 217849, MEM: 6.06%, 3.78 GB, CPU: 90.00%
Time: 2025-07-17 11:43:11 -03, PID: 217849, MEM: 6.62%, 4.13 GB, CPU: 123.90%
Time: 2025-07-17 11:43:14 -03, PID: 217849, MEM: 6.62%, 4.13 GB, CPU: 134.90%
Time: 2025-07-17 11:43:17 -03, PID: 217849, MEM: 6.62%, 4.13 GB, CPU: 135.90%
Time: 2025-07-17 11:43:20 -03, PID: 217849, MEM: 6.62%, 4.13 GB, CPU: 131.90%
Time: 2025-07-17 11:43:23 -03, PID: 217849, MEM: 6.62%, 4.13 GB, CPU: 128.90%
Time: 2025-07-17 11:43:26 -03, PID: 217849, MEM: 6.62%, 4.13 GB, CPU: 134.90%
Time: 2025-07-17 11:43:29 -03, PID: 217849, MEM: 6.62%, 4.13 GB, CPU: 133.90%
Time: 2025-07-17 11:43:32 -03, PID: 217849, MEM: 6.62%, 4.13 GB, CPU: 131.90%
Time: 2025-07-17 11:43:35 -03, PID: 217849, MEM: 6.62%, 4.13 GB, CPU: 130.90%
Time: 2025-07-17 11:43:38 -03, PID: 217849, MEM: 6.62%, 4.13 GB, CPU: 122.90%
Time: 2025-07-17 11:43:41 -03, PID: 217849, MEM: 6.62%, 4.13 GB, CPU: 124.90%
Time: 2025-07-17 11:43:44 -03, PID: 217849, MEM: 6.62%, 4.13 GB, CPU: 119.90%
Time: 2025-07-17 11:43:47 -03, PID: 217849, MEM: 6.62%, 4.13 GB, CPU: 117.90%
Time: 2025-07-17 11:43:50 -03, PID: 217849, MEM: 6.62%, 4.13 GB, CPU: 113.90%
Time: 2025-07-17 11:43:53 -03, PID: 217849, MEM: 6.71%, 4.19 GB, CPU: 67.00%
Time: 2025-07-17 11:43:56 -03, PID: 217849, MEM: 6.71%, 4.19 GB, CPU: 25.00%
Time: 2025-07-17 11:43:59 -03, PID: 217849, MEM: 6.71%, 4.19 GB, CPU: 24.00%
Time: 2025-07-17 11:44:02 -03, PID: 217849, MEM: 6.72%, 4.20 GB, CPU: 130.90%
Time: 2025-07-17 11:44:05 -03, PID: 217849, MEM: 6.72%, 4.20 GB, CPU: 123.90%
Time: 2025-07-17 11:44:08 -03, PID: 217849, MEM: 6.72%, 4.20 GB, CPU: 115.90%
Time: 2025-07-17 11:44:11 -03, PID: 217849, MEM: 6.72%, 4.20 GB, CPU: 114.90%
Time: 2025-07-17 11:44:14 -03, PID: 217849, MEM: 6.72%, 4.20 GB, CPU: 116.90%
Time: 2025-07-17 11:44:17 -03, PID: 217849, MEM: 6.72%, 4.20 GB, CPU: 114.90%
Time: 2025-07-17 11:44:20 -03, PID: 217849, MEM: 6.72%, 4.20 GB, CPU: 113.90%
Time: 2025-07-17 11:44:23 -03, PID: 217849, MEM: 6.72%, 4.20 GB, CPU: 124.90%
Time: 2025-07-17 11:44:26 -03, PID: 217849, MEM: 6.72%, 4.20 GB, CPU: 127.90%
Time: 2025-07-17 11:44:29 -03, PID: 217849, MEM: 6.72%, 4.20 GB, CPU: 129.90%
Time: 2025-07-17 11:44:32 -03, PID: 217849, MEM: 6.72%, 4.20 GB, CPU: 129.90%
Time: 2025-07-17 11:44:35 -03, PID: 217849, MEM: 6.72%, 4.20 GB, CPU: 133.90%
Time: 2025-07-17 11:44:38 -03, PID: 217849, MEM: 6.72%, 4.20 GB, CPU: 132.90%
