Parameter,Mean,Std,Median,Min (25% quantile),Max (75% quantile),Min (5% quantile),Max (95% quantile)
params_dense_0_dropout,5.52e-02,0.11,0.0,0.0,0.0,0.0,0.2
params_dense_0_units,506.9,94.23,550.0,450.0,550.0,320.0,600.0
params_dense_1_dropout,0.2,0.17,0.2,0.0,0.4,0.0,0.4
params_dense_1_units,461.11,134.11,450.0,400.0,600.0,270.0,600.0
params_dense_2_dropout,0.2,0.2,0.2,0.0,0.4,0.0,0.4
params_dense_2_units,500,106.07,500.0,450.0,600.0,370.0,600.0
params_dense_3_dropout,0,,0.0,0.0,0.0,0.0,0.0
params_dense_3_units,500,,500.0,500.0,500.0,500.0,500.0
params_dense_4_dropout,0.4,,0.4,0.4,0.4,0.4,0.4
params_dense_4_units,300,,300.0,300.0,300.0,300.0,300.0
params_num_dense_layers,1.41,1.04,1.0,1.0,2.0,0.0,3.0
