Parameter,Mean,Std,Min,25%,Median,75%,Max
params_conv1d_0_filters,407.2112676056338,113.61412330377112,32.0,352.0,432.0,512.0,512.0
params_conv1d_0_kernel_size,3.464788732394366,1.329134905713304,1.0,3.0,4.0,5.0,5.0
params_conv1d_1_filters,356.50704225352115,102.8839669918686,112.0,272.0,352.0,432.0,512.0
params_conv1d_1_kernel_size,2.4788732394366195,1.3821221253624802,1.0,1.0,2.0,3.5,5.0
params_conv1d_2_filters,378.6666666666667,156.473967688247,32.0,292.0,432.0,512.0,512.0
params_conv1d_2_kernel_size,2.287878787878788,1.0342615576811165,1.0,2.0,2.0,3.0,5.0
params_conv1d_3_filters,301.4736842105263,139.90329635439997,32.0,192.0,272.0,432.0,512.0
params_conv1d_3_kernel_size,3.754385964912281,0.9870718195462557,1.0,3.0,4.0,4.0,5.0
params_conv1d_4_filters,231.02439024390245,148.7246596575158,32.0,112.0,192.0,352.0,512.0
params_conv1d_4_kernel_size,2.8780487804878048,1.1444457599908242,1.0,2.0,3.0,4.0,5.0
params_conv1d_5_filters,339.2,121.50171466554153,32.0,272.0,352.0,432.0,512.0
params_conv1d_5_kernel_size,2.4,1.118033988749895,1.0,2.0,2.0,3.0,5.0
params_conv1d_6_filters,341.3333333333333,131.3374425269649,32.0,272.0,352.0,432.0,512.0
params_conv1d_6_kernel_size,3.0,1.1952286093343936,1.0,2.0,3.0,4.0,5.0
params_conv1d_7_filters,329.14285714285717,164.6930767330841,32.0,272.0,352.0,432.0,512.0
params_conv1d_7_kernel_size,3.4285714285714284,1.511857892036909,1.0,2.5,4.0,4.5,5.0
params_conv_layers,4.971830985915493,1.6985021215001301,2.0,4.0,5.0,6.0,8.0
params_dense_0_dropout,0.28157894736842115,0.12048385146452982,0.0,0.2,0.30000000000000004,0.375,0.5
params_dense_0_units,219.73684210526315,48.684691089858376,150.0,200.0,200.0,250.0,300.0
params_dense_1_dropout,0.2818181818181818,0.15703213336477,0.0,0.2,0.30000000000000004,0.4,0.5
params_dense_1_units,245.45454545454547,59.112758198363416,150.0,200.0,250.0,300.0,300.0
params_dense_as_conv1d_after_concat_filters,147.91666666666666,49.9546896146173,50.0,100.0,150.0,200.0,200.0
params_dense_layers,1.0,0.9710083124552245,0.0,0.0,1.0,2.0,2.0
params_lr,0.00014155271580269072,0.00019493632649306811,1.0561296678049965e-06,8.111584609482488e-06,6.180092262938162e-05,0.00017725404208635977,0.0008715435106901584
params_pool_size_flatten,24.782608695652176,7.902568752334616,10.0,20.0,20.0,30.0,40.0
