Parameter,Category,Fraction,Count
params_conv1d_0_act,swish,0.7083,17
params_conv1d_0_act,tanh,0.1667,4
params_conv1d_0_act,relu,0.125,3
params_conv1d_1_act,relu,0.4583,11
params_conv1d_1_act,swish,0.375,9
params_conv1d_1_act,tanh,0.1667,4
params_conv1d_2_act,swish,0.75,18
params_conv1d_2_act,tanh,0.125,3
params_conv1d_2_act,relu,0.125,3
params_conv1d_3_act,swish,0.4167,10
params_conv1d_3_act,relu,0.375,9
params_conv1d_3_act,tanh,0.2083,5
params_dense_0_act,swish,0.5417,13
params_dense_0_act,tanh,0.2917,7
params_dense_0_act,relu,0.1667,4
params_dense_1_act,tanh,0.4583,11
params_dense_1_act,swish,0.3333,8
params_dense_1_act,relu,0.2083,5
params_dense_2_act,tanh,0.65,13
params_dense_2_act,relu,0.25,5
params_dense_2_act,swish,0.1,2
params_se_0_se_act_expand,tanh,0.5,12
params_se_0_se_act_expand,relu,0.2917,7
params_se_0_se_act_expand,swish,0.2083,5
params_se_0_se_act_reduce,swish,0.4167,10
params_se_0_se_act_reduce,tanh,0.375,9
params_se_0_se_act_reduce,relu,0.2083,5
params_se_1_se_act_expand,relu,0.4167,10
params_se_1_se_act_expand,tanh,0.4167,10
params_se_1_se_act_expand,swish,0.1667,4
params_se_1_se_act_reduce,relu,0.7083,17
params_se_1_se_act_reduce,swish,0.1667,4
params_se_1_se_act_reduce,tanh,0.125,3
params_se_3_se_act_expand,relu,0.7083,17
params_se_3_se_act_expand,tanh,0.2083,5
params_se_3_se_act_expand,swish,0.0833,2
params_se_3_se_act_reduce,relu,0.375,9
params_se_3_se_act_reduce,tanh,0.375,9
params_se_3_se_act_reduce,swish,0.25,6
