"Parameter","Category","Fraction","Count"
params_cnn3d_activation_layer_0,relu,0.46875,120
params_cnn3d_activation_layer_0,sigmoid,0.28515625,73
params_cnn3d_activation_layer_0,tanh,0.24609375,63
params_cnn3d_activation_layer_1,relu,0.3987730061349693,65
params_cnn3d_activation_layer_1,tanh,0.3374233128834356,55
params_cnn3d_activation_layer_1,sigmoid,0.26380368098159507,43
params_cnn3d_activation_layer_2,tanh,0.37777777777777777,17
params_cnn3d_activation_layer_2,sigmoid,0.35555555555555557,16
params_cnn3d_activation_layer_2,relu,0.26666666666666666,12
params_optimizer,AdamW,0.900709219858156,127
params_optimizer,SGD,0.09929078014184398,14
