epoch,train_loss,train_top_1_accuracy,val_loss,val_top_1_accuracy
1,"tf.Tensor(1.0530539, shape=(), dtype=float32)","tf.Tensor(0.30508095, shape=(), dtype=float32)",0.00390625,0.3684680759906769
2,"tf.Tensor(0.87368643, shape=(), dtype=float32)","tf.Tensor(0.42367393, shape=(), dtype=float32)",0.00390625,0.41536399722099304
3,"tf.Tensor(0.77574456, shape=(), dtype=float32)","tf.Tensor(0.45348966, shape=(), dtype=float32)",0.00390625,0.4394819140434265
4,"tf.Tensor(0.71282995, shape=(), dtype=float32)","tf.Tensor(0.46811837, shape=(), dtype=float32)",0.00390625,0.45690038800239563
5,"tf.Tensor(0.7089372, shape=(), dtype=float32)","tf.Tensor(0.4738135, shape=(), dtype=float32)",0.00390625,0.47119250893592834
6,"tf.Tensor(0.63576293, shape=(), dtype=float32)","tf.Tensor(0.49346733, shape=(), dtype=float32)",0.00390625,0.48771771788597107
7,"tf.Tensor(0.6268322, shape=(), dtype=float32)","tf.Tensor(0.5083194, shape=(), dtype=float32)",0.00390625,0.4863778352737427
8,"tf.Tensor(0.6218161, shape=(), dtype=float32)","tf.Tensor(0.51390284, shape=(), dtype=float32)",0.00390625,0.48995086550712585
9,"tf.Tensor(0.59471965, shape=(), dtype=float32)","tf.Tensor(0.51513124, shape=(), dtype=float32)",0.00390625,0.48727110028266907
10,"tf.Tensor(0.5851677, shape=(), dtype=float32)","tf.Tensor(0.51903963, shape=(), dtype=float32)",0.00390625,0.5020098090171814
11,"tf.Tensor(0.5637416, shape=(), dtype=float32)","tf.Tensor(0.52841985, shape=(), dtype=float32)",0.00390625,0.5082626342773438
12,"tf.Tensor(0.54349923, shape=(), dtype=float32)","tf.Tensor(0.53668344, shape=(), dtype=float32)",0.00390625,0.5194283127784729
13,"tf.Tensor(0.5570456, shape=(), dtype=float32)","tf.Tensor(0.5328867, shape=(), dtype=float32)",0.00390625,0.4975435435771942
14,"tf.Tensor(0.53491265, shape=(), dtype=float32)","tf.Tensor(0.53366834, shape=(), dtype=float32)",0.00390625,0.5033497214317322
15,"tf.Tensor(0.5218526, shape=(), dtype=float32)","tf.Tensor(0.5308766, shape=(), dtype=float32)",0.00390625,0.507369339466095
16,"tf.Tensor(0.43993077, shape=(), dtype=float32)","tf.Tensor(0.5758794, shape=(), dtype=float32)",0.00390625,0.5605180859565735
17,"tf.Tensor(0.42911282, shape=(), dtype=float32)","tf.Tensor(0.5863763, shape=(), dtype=float32)",0.00390625,0.5618579983711243
18,"tf.Tensor(0.42226365, shape=(), dtype=float32)","tf.Tensor(0.58894473, shape=(), dtype=float32)",0.00390625,0.5618579983711243
19,"tf.Tensor(0.41822964, shape=(), dtype=float32)","tf.Tensor(0.5910664, shape=(), dtype=float32)",0.00390625,0.5636444687843323
20,"tf.Tensor(0.41467464, shape=(), dtype=float32)","tf.Tensor(0.5916248, shape=(), dtype=float32)",0.00390625,0.5609647035598755
21,"tf.Tensor(0.41225702, shape=(), dtype=float32)","tf.Tensor(0.59240645, shape=(), dtype=float32)",0.00390625,0.5600714683532715
22,"tf.Tensor(0.4102845, shape=(), dtype=float32)","tf.Tensor(0.5944165, shape=(), dtype=float32)",0.00390625,0.5605180859565735
23,"tf.Tensor(0.4103907, shape=(), dtype=float32)","tf.Tensor(0.59944165, shape=(), dtype=float32)",0.00390625,0.5739169120788574
24,"tf.Tensor(0.4087119, shape=(), dtype=float32)","tf.Tensor(0.6022334, shape=(), dtype=float32)",0.00390625,0.5716837644577026
25,"tf.Tensor(0.4072442, shape=(), dtype=float32)","tf.Tensor(0.6022334, shape=(), dtype=float32)",0.00390625,0.5716837644577026
26,"tf.Tensor(0.4060889, shape=(), dtype=float32)","tf.Tensor(0.6029034, shape=(), dtype=float32)",0.00390625,0.5730236768722534
27,"tf.Tensor(0.40433365, shape=(), dtype=float32)","tf.Tensor(0.60603017, shape=(), dtype=float32)",0.00390625,0.5725770592689514
28,"tf.Tensor(0.40399882, shape=(), dtype=float32)","tf.Tensor(0.6061418, shape=(), dtype=float32)",0.00390625,0.5707905292510986
